Month,AsOfDate,MonthEndDate,ProgramYear,District,Division,Area,ClubNumber,ClubName,ClubStatus,BaseMembers,ActiveMembers,GoalsMet,CCs,CCsAdd,ACs,ACsAdd,Ldr,LdrsAdd,Level1s,Level2s,Level2sAdd,Level3s,Level45DTMs,Level45DTMsAdd,NewMembers,AddNewMembers,OfficersTrainedRd1,OfficersTrainedRd2,COTMet,MembersDuesOnTimeOct,MembersDuesOnTimeApr,OfficerListOnTime,Goal10Met,DistinguishedStatus,MembersGrowth,AwardsPerMember,DCPEligibility,MonthlyGrowth,30SeptMembers,31MarMembers,Region,NovADVisit,MayADVisit,TotalNewMembers,LateRenewals,OctRenewals,AprRenewals,TotalCharter,TotalToDate,CharterSuspendDate
11,2015-12-07,2015-11-30,2015,91,J,22,4277469,Gloucester Speakers,Active,25,19,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,false,true,false,true,true,,-6,0,false,1,30,19,11,true,false,6,0,18,0,18,24,
11,2015-12-07,2015-11-30,2015,91,B,53,4323615,Leatherhead Toastmasters,Ineligible,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,false,false,false,true,false,,-28,0,false,0,28,0,11,false,false,0,0,0,0,0,0,
11,2015-12-07,2015-11-30,2015,91,B,53,4349640,SURBITON SPEAKERS,Active,24,34,5,0,0,0,0,1,1,0,0,0,0,0,0,4,6,5,0,false,true,false,true,true,,10,0.06,true,1,28,34,11,true,false,10,0,15,0,15,25,
11,2015-12-07,2015-11-30,2015,91,L,34,4413554,Kings Cross Speakers,Active,27,32,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,false,true,false,true,true,,5,0,true,2,27,32,11,true,false,5,0,20,0,20,52,Charter 09/05/15
11,2015-12-07,2015-11-30,2015,91,L,33,4413860,ICF London Toastmasters,Active,46,42,3,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,0,false,true,false,true,true,,-4,0,true,4,46,42,11,true,false,19,0,28,0,28,47,
11,2015-12-07,2015-11-30,2015,91,L,47,4495118,CB&I Paddington Toastmasters,Active,21,26,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,false,true,false,true,true,,5,0,true,0,21,26,11,true,false,5,0,21,0,21,47,Charter 08/11/15
11,2015-12-07,2015-11-30,2015,91,B,06,4537042,Sytel Reply Toastmasters,Active,30,30,4,0,0,0,0,1,0,0,0,0,0,0,0,4,3,4,5,true,true,false,true,true,,0,0.03,true,1,33,30,11,true,false,7,6,26,0,32,39,
11,2015-12-07,2015-11-30,2015,91,J,62,4547336,Bath Spa Toastmasters,Active,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,false,true,false,true,true,,-5,0,false,0,21,16,11,true,false,4,1,12,0,13,17,
11,2015-12-07,2015-11-30,2015,91,L,34,4713088,GS London Toastmasters Club,Active,20,23,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,false,true,false,true,true,,3,0,true,2,21,23,11,true,false,3,0,18,0,18,21,
12,2016-01-04,2015-12-31,2015,91,J,04,309,Thame Speakers,Active,30,27,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,false,true,false,true,true,,-3,0.04,true,0,30,27,11,true,false,1,0,26,0,26,27,
12,2016-01-04,2015-12-31,2015,91,L,47,501,London Communicators Club,Active,26,31,3,1,0,1,0,0,0,0,0,0,0,0,0,4,2,5,0,false,true,false,true,true,,5,0.06,true,0,28,31,11,true,false,6,2,28,0,30,36,
12,2016-01-04,2015-12-31,2015,91,J,42,742,Hallmark Speakers,Active,38,38,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,false,true,false,true,true,,0,0.03,true,1,40,38,11,true,false,4,0,36,0,36,40,
12,2016-01-04,2015-12-31,2015,91,J,04,762,Aylesbury Speakers,Active,23,23,3,2,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,false,true,false,true,true,,0,0.13,true,1,24,23,11,true,false,3,0,21,0,21,24,
12,2016-01-04,2015-12-31,2015,91,K,58,2027,City of London Toastmasters Club,Active,38,28,5,1,0,1,0,1,0,0,0,0,0,0,0,4,4,3,0,false,true,false,true,true,,-10,0.11,true,3,40,28,11,true,false,8,0,22,4,26,34,
12,2016-01-04,2015-12-31,2015,91,L,61,2326,HOD Speakers Club,Active,39,35,5,0,0,1,0,1,1,0,0,0,0,0,0,4,2,5,0,false,true,false,true,true,,-4,0.09,true,0,42,35,11,true,false,6,1,32,0,33,39,
12,2016-01-04,2015-12-31,2015,91,B,09,2390,Berkeley Square Speakers Toastmasters Club,Active,52,47,9,2,3,1,1,1,1,0,0,0,0,0,0,4,8,4,0,false,true,false,true,true,,-5,0.19,true,2,59,47,11,true,false,12,1,42,0,43,55,
12,2016-01-04,2015-12-31,2015,91,B,53,2487,Epsom Speakers Club,Active,38,32,3,1,0,0,0,1,0,0,0,0,0,0,0,4,1,5,0,false,true,false,true,true,,-6,0.06,true,0,40,32,11,true,false,5,0,29,0,29,34,
12,2016-01-04,2015-12-31,2015,91,K,31,2656,Speakeasy@Credit Suisse,Active,35,27,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,false,true,false,true,true,,-8,0,true,0,35,27,11,true,false,7,0,20,0,20,27,
12,2016-01-04,2015-12-31,2015,91,B,29,2731,"Riverside Communicators ",Active,59,48,3,1,0,0,0,1,0,0,0,0,0,0,0,4,2,6,0,false,true,false,true,true,,-11,0.04,true,0,61,48,11,true,false,6,0,44,0,44,50,
12,2016-01-04,2015-12-31,2015,91,J,22,2965,Newbury Speakers Club,Active,21,23,3,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,0,false,true,false,true,true,,2,0.04,true,1,23,23,11,true,false,7,0,18,0,18,25,
12,2016-01-04,2015-12-31,2015,91,L,34,3149,Holborn Speakers,Active,52,59,6,1,0,1,1,1,0,0,0,0,0,0,0,4,10,6,0,false,true,false,true,true,,7,0.07,true,0,65,59,11,true,false,14,4,54,0,58,72,
12,2016-01-04,2015-12-31,2015,91,J,07,3297,Oxford Speakers Club,Active,32,30,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,false,true,false,true,true,,-2,0,true,0,34,30,11,true,false,8,0,24,0,24,32,
12,2016-01-04,2015-12-31,2015,91,B,52,4141,Grosvenor Square Club,Active,35,41,6,2,0,0,0,1,2,0,0,0,0,0,0,4,12,6,0,false,true,false,true,true,,6,0.12,true,1,39,41,11,true,false,16,1,29,0,30,46,
12,2016-01-04,2015-12-31,2015,91,J,07,4166,Bardwell Speakers Club,Active,17,16,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,false,true,false,true,true,,-1,0.06,false,0,17,16,11,true,false,3,0,13,0,13,16,
12,2016-01-04,2015-12-31,2015,91,J,04,4410,Leighton Buzzard Better Speakers Club,Active,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,false,true,false,true,true,,-3,0,false,0,13,10,11,true,false,1,0,9,0,9,10,
12,2016-01-04,2015-12-31,2015,91,L,47,4824,London Business School Public Speaking Club,Active,52,45,5,2,0,0,0,1,0,0,0,0,0,0,0,4,24,4,0,false,true,false,true,true,,-7,0.07,true,1,65,45,11,true,false,28,2,30,0,32,60,
12,2016-01-04,2015-12-31,2015,91,H,21,4827,Chiltern Speakers Club,Active,32,27,3,0,0,0,0,1,0,0,0,0,0,0,0,4,3,4,0,false,true,false,true,true,,-5,0.04,true,0,37,27,11,true,false,7,2,25,0,27,34,
12,2016-01-04,2015-12-31,2015,91,J,22,5161,"Thamesdown Speakers Club ",Active,38,39,6,2,1,1,0,1,0,0,0,0,0,0,0,4,4,4,0,false,true,false,true,true,,1,0.13,true,0,42,39,11,true,false,8,0,37,0,37,45,
12,2016-01-04,2015-12-31,2015,91,B,06,5235,London Olympian Speakers Toastmasters Club,Active,44,45,5,0,0,0,0,1,0,0,0,0,0,0,0,4,6,4,4,true,true,false,true,true,,1,0.02,true,2,48,45,11,true,false,10,0,39,0,39,49,
12,2016-01-04,2015-12-31,2015,91,L,34,5257,Tube Talk Toastmasters,Active,25,28,3,1,0,0,0,0,0,0,0,0,0,0,0,4,7,2,0,false,true,false,true,true,,3,0.04,true,1,29,28,11,true,false,11,0,21,0,21,32,
12,2016-01-04,2015-12-31,2015,91,B,53,5391,Mole Valley Speakers Club,Active,22,15,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,false,false,false,true,false,,-7,0,false,1,22,15,11,true,false,4,0,11,0,11,15,
12,2016-01-04,2015-12-31,2015,91,H,55,5439,Brighton & Hove Speakers Toastmasters Club,Active,37,35,4,1,0,0,0,1,0,0,0,0,0,0,0,4,6,6,0,false,true,false,true,true,,-2,0.06,true,0,40,35,11,true,false,10,1,28,0,29,39,
12,2016-01-04,2015-12-31,2015,91,H,21,5461,Maidenhead Speakers Club,Active,54,51,4,1,0,0,0,1,0,0,0,0,0,0,0,4,4,5,0,false,true,false,true,true,,-3,0.04,true,0,58,51,11,true,false,8,0,47,0,47,55,
12,2016-01-04,2015-12-31,2015,91,J,07,5503,Bicester Achievers Toastmasters Club,Active,24,25,3,0,0,0,0,1,0,0,0,0,0,0,0,4,3,4,0,false,true,false,true,true,,1,0.04,true,1,26,25,11,true,false,7,0,20,0,20,27,
12,2016-01-04,2015-12-31,2015,91,H,32,5774,Solent Speakers Club,Active,20,21,4,0,0,1,1,0,0,0,0,0,0,0,0,4,2,4,0,false,true,false,true,true,,1,0.1,true,0,21,21,11,true,false,6,0,16,0,16,22,
12,2016-01-04,2015-12-31,2015,91,K,58,5964,Broadgate Speakers in the City,Active,31,36,4,0,0,0,0,1,1,0,0,0,0,0,0,4,3,4,0,false,true,false,true,true,,5,0.06,true,1,36,36,11,true,false,7,0,34,0,34,41,
12,2016-01-04,2015-12-31,2015,91,J,07,6874,Abingdon Speakers Toastmasters Club,Active,25,29,3,1,0,1,0,0,0,0,0,0,0,0,0,4,1,2,0,false,true,false,true,true,,4,0.07,true,1,28,29,11,true,false,5,0,27,0,27,32,
12,2016-01-04,2015-12-31,2015,91,H,32,7298,Arun Speakers,Active,40,33,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,false,true,false,true,true,,-7,0.03,true,0,40,33,11,true,false,2,0,31,0,31,33,
12,2016-01-04,2015-12-31,2015,91,B,29,7365,London Athenian Speakers Toastmasters Club,Active,66,67,5,1,0,0,0,1,1,0,0,0,0,0,0,4,27,5,0,false,true,false,true,true,,1,0.04,true,4,77,67,11,true,false,31,0,47,0,47,78,
12,2016-01-04,2015-12-31,2015,91,L,61,7749,Harrovian Speakers Toastmasters,Active,28,24,3,1,0,0,0,1,0,0,0,0,0,0,0,4,3,5,0,false,true,false,true,true,,-4,0.08,true,2,29,24,11,true,false,7,0,20,0,20,27,
12,2016-01-04,2015-12-31,2015,91,B,06,7951,London Corinthians Toastmasters,Active,53,41,3,0,0,0,0,1,0,0,0,0,0,0,0,4,3,4,3,false,true,false,true,true,,-12,0.02,true,4,53,41,11,true,false,7,0,36,0,36,43,
12,2016-01-04,2015-12-31,2015,91,L,33,7989,St Pauls Speakers,Active,28,28,4,1,0,1,0,0,0,0,0,0,0,0,0,4,4,5,1,false,true,false,true,true,,0,0.07,true,2,33,28,11,true,false,8,0,25,0,25,33,
12,2016-01-04,2015-12-31,2015,91,J,46,8471,"Reading Speakers Club ",Active,41,33,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,false,true,false,true,true,,-8,0,true,0,48,33,11,true,false,11,1,29,0,30,41,
12,2016-01-04,2015-12-31,2015,91,J,62,8580,Northavon Speakers Toastmasters Club,Active,42,35,3,1,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,false,true,false,true,true,,-7,0.03,true,0,49,35,11,true,false,9,2,32,0,34,43,
12,2016-01-04,2015-12-31,2015,91,K,31,8923,Women In Banking And Finance Club,Active,23,32,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,false,true,false,true,true,,9,0,true,3,27,32,11,true,false,9,0,27,0,27,36,
12,2016-01-04,2015-12-31,2015,91,K,35,8959,Bromley Speakers,Active,46,25,4,0,0,1,0,1,1,0,0,0,0,0,0,1,0,5,0,false,true,false,true,true,,-21,0.12,true,0,47,25,11,true,false,1,0,25,0,25,26,
12,2016-01-04,2015-12-31,2015,91,B,09,9079,Excalibur Speakers,Active,36,22,4,0,0,1,0,1,1,0,0,0,0,0,0,2,0,4,0,false,true,false,true,true,,-14,0.14,true,0,38,22,11,true,false,2,0,22,0,22,24,
12,2016-01-04,2015-12-31,2015,91,J,46,9090,Wessex Speakers Club,Active,28,37,5,0,0,1,0,1,0,0,0,0,0,0,0,4,10,4,0,false,true,false,true,true,,9,0.05,true,2,36,37,11,true,false,14,0,31,0,31,45,
12,2016-01-04,2015-12-31,2015,91,H,14,9834,Guildford Speaker's Club,Active,51,50,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,false,true,false,true,true,,-1,0.04,true,1,52,50,11,true,false,8,0,43,0,43,51,
12,2016-01-04,2015-12-31,2015,91,H,37,9934,Kent Speakers Club,Active,18,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,false,true,false,true,true,,-6,0.08,false,0,18,12,11,true,false,0,0,12,0,12,12,
12,2016-01-04,2015-12-31,2015,91,B,29,589261,Trojan Speakers Club,Active,40,34,3,1,0,1,0,0,0,0,0,0,0,0,0,4,3,4,0,false,true,false,true,true,,-6,0.06,true,0,43,34,11,true,false,7,1,30,0,31,38,
12,2016-01-04,2015-12-31,2015,91,K,59,589935,Citi Criers Club,Active,27,35,5,0,0,0,0,1,1,0,0,0,0,0,0,4,6,4,0,false,true,false,true,true,,8,0.06,true,1,30,35,11,true,false,10,1,28,0,29,39,
12,2016-01-04,2015-12-31,2015,91,J,42,595108,Chaseside Speakers Toastmasters Club,Active,27,35,5,0,0,0,0,1,1,0,0,0,0,0,0,4,4,2,0,false,true,false,true,true,,8,0.06,true,0,30,35,11,true,false,8,1,30,0,31,39,
12,2016-01-04,2015-12-31,2015,91,K,35,625647,The Speakers of Croydon Club,Active,29,34,5,1,0,0,0,1,1,0,0,0,0,0,0,4,9,6,0,false,true,false,true,true,,5,0.09,true,0,36,34,11,true,false,13,1,28,4,33,46,
12,2016-01-04,2015-12-31,2015,91,L,47,647094,Northern Lights Speakers Club,Active,24,20,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,false,true,false,true,true,,-4,0,true,1,27,20,11,true,false,6,0,17,0,17,23,
12,2016-01-04,2015-12-31,2015,91,B,08,674907,London Cardinals Club,Active,59,58,7,0,0,1,1,1,1,0,0,0,0,0,0,4,2,5,4,true,true,false,true,true,,-1,0.07,true,0,65,58,11,true,false,6,0,58,0,58,64,
12,2016-01-04,2015-12-31,2015,91,H,37,710647,Canterbury Communicators Club,Active,32,29,5,0,0,1,0,1,0,0,0,0,0,0,0,4,5,3,0,false,true,false,true,true,,-3,0.07,true,2,34,29,11,true,false,9,1,22,0,23,32,
12,2016-01-04,2015-12-31,2015,91,H,55,739066,Tunbridge Wells Speakers Club,Active,20,19,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,false,true,false,true,true,,-1,0.05,false,0,22,19,11,true,false,6,0,15,0,15,21,
12,2016-01-04,2015-12-31,2015,91,H,21,758236,Windsor Speakers Club,Active,41,40,5,2,0,0,0,1,0,0,0,0,0,0,0,4,6,5,0,false,true,false,true,true,,-1,0.07,true,0,47,40,11,true,false,10,0,36,0,36,46,
12,2016-01-04,2015-12-31,2015,91,K,58,760422,MLP London Bridge Speakers,Active,43,42,6,2,0,0,0,1,1,0,0,0,0,0,0,4,12,4,0,false,true,false,true,true,,-1,0.1,true,4,51,42,11,true,false,16,2,34,0,36,52,
12,2016-01-04,2015-12-31,2015,91,K,59,762850,Meridian Speakers Club,Active,31,36,6,0,0,1,0,1,1,0,0,0,0,0,0,4,10,4,0,false,true,false,true,true,,5,0.08,true,3,38,36,11,true,false,14,0,29,0,29,43,
12,2016-01-04,2015-12-31,2015,91,K,31,778270,Canary Wharf Communicators Club,Active,28,35,3,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,1,false,true,false,true,true,,7,0,true,0,46,35,11,true,false,24,0,29,0,29,53,
12,2016-01-04,2015-12-31,2015,91,H,37,782690,Toasted Sandwich Toastmasters Club,Active,24,22,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,false,true,false,true,true,,-2,0.09,true,0,27,22,11,true,false,3,2,21,0,23,26,
12,2016-01-04,2015-12-31,2015,91,B,45,835375,Early Bird Speakers,Active,56,53,6,2,0,1,1,0,0,0,0,0,0,0,0,4,3,6,5,true,true,false,true,true,,-3,0.08,true,0,56,53,11,true,false,7,3,46,0,49,56,
12,2016-01-04,2015-12-31,2015,91,K,35,840230,Croydon Communicators Club,Active,30,30,4,0,0,1,0,0,0,0,0,0,0,0,0,4,4,5,0,false,true,false,true,true,,0,0.03,true,0,36,30,11,true,false,8,1,28,0,29,37,
12,2016-01-04,2015-12-31,2015,91,B,29,885179,West London Speakers Club,Active,45,35,3,0,0,0,0,1,0,0,0,0,0,0,0,4,3,6,0,false,true,false,true,true,,-10,0.03,true,2,45,35,11,true,false,7,0,31,0,31,38,
12,2016-01-04,2015-12-31,2015,91,H,14,886002,Woking Speakers Toastmasters Club,Active,36,38,7,2,0,1,0,1,1,0,0,0,0,0,0,4,5,4,0,false,true,false,true,true,,2,0.13,true,0,43,38,11,true,false,9,0,36,0,36,45,
12,2016-01-04,2015-12-31,2015,91,L,56,893055,WIBF Speakers-City Club,Active,25,31,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,false,true,false,true,true,,6,0.03,true,1,27,31,11,true,false,6,1,26,0,27,33,
12,2016-01-04,2015-12-31,2015,91,J,62,907029,South West Speakers,Active,29,27,3,1,0,1,0,0,0,0,0,0,0,0,0,4,2,4,0,false,true,false,true,true,,-2,0.07,true,0,32,27,11,true,false,6,0,24,0,24,30,
12,2016-01-04,2015-12-31,2015,91,H,55,941371,Eastbourne Speakers Club,Active,21,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,false,true,false,true,true,,-2,0,false,0,22,19,11,true,false,1,0,19,0,19,20,
12,2016-01-04,2015-12-31,2015,91,H,14,961893,Camberley Speakers,Active,31,32,4,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5,0,false,true,false,true,true,,1,0.03,true,1,32,32,11,false,false,8,0,25,0,25,33,
12,2016-01-04,2015-12-31,2015,91,J,62,1014712,Voice of Wales,Active,24,21,4,2,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,false,true,false,true,true,,-3,0.19,true,0,24,21,11,true,false,1,0,20,0,20,21,
12,2016-01-04,2015-12-31,2015,91,J,07,1045890,Oxford Orators Club,Active,10,14,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,false,true,false,true,true,,4,0.07,true,0,10,14,11,true,false,5,1,9,0,10,15,
12,2016-01-04,2015-12-31,2015,91,J,04,1053038,Berkhamsted Speakers Club,Active,29,27,4,0,0,0,0,1,1,0,0,0,0,0,0,4,1,5,0,false,true,false,true,true,,-2,0.07,true,0,34,27,11,true,false,5,0,27,0,27,32,
12,2016-01-04,2015-12-31,2015,91,B,52,1095711,Polish Your Polish,Active,29,31,5,2,1,0,0,1,1,0,0,0,0,0,0,4,1,5,0,false,true,false,true,true,,2,0.16,true,3,29,31,11,true,false,5,0,26,1,27,32,
12,2016-01-04,2015-12-31,2015,91,J,22,1098583,Vodafone Speakers Club,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,,0,0,false,0,0,0,11,false,false,0,0,0,0,0,0,
12,2016-01-04,2015-12-31,2015,91,L,56,1107650,NZICA Bank Speakers,Active,20,16,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,false,true,false,true,true,,-4,0,false,0,20,16,11,true,false,3,0,13,0,13,16,
12,2016-01-04,2015-12-31,2015,91,L,61,1139794,Watford Speakers,Active,35,32,5,0,0,1,0,1,1,0,0,0,0,0,0,4,0,4,0,false,true,false,true,true,,-3,0.09,true,0,37,32,11,true,false,4,0,30,0,30,34,
12,2016-01-04,2015-12-31,2015,91,J,42,1163131,Casterbridge Speakers,Active,32,28,4,0,0,1,0,1,0,0,0,0,0,0,0,4,0,4,0,false,true,false,true,true,,-4,0.07,true,1,33,28,11,true,false,4,0,25,0,25,29,
12,2016-01-04,2015-12-31,2015,91,J,22,1182918,Cheltenham Speakers,Active,31,26,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,false,true,false,true,true,,-5,0,true,4,33,26,11,true,false,6,0,22,0,22,28,
12,2016-01-04,2015-12-31,2015,91,L,33,1182993,Cass Toastmasters,Active,32,23,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,false,true,false,true,true,,-9,0.04,true,0,33,23,11,true,false,3,0,21,0,21,24,
12,2016-01-04,2015-12-31,2015,91,H,55,1240705,Battle Speakers Club,Active,25,24,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,false,true,false,true,true,,-1,0.04,true,0,25,24,11,true,false,1,0,23,0,23,24,
12,2016-01-04,2015-12-31,2015,91,K,59,1246707,Lewisham Speakers Club,Active,26,23,5,2,0,0,0,1,1,0,0,0,0,0,0,4,3,4,0,false,true,false,true,true,,-3,0.17,true,2,31,23,11,true,false,7,0,21,0,21,28,
12,2016-01-04,2015-12-31,2015,91,J,62,1249064,Armada Speakers,Active,25,28,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,false,true,false,true,true,,3,0,true,1,30,28,11,true,false,9,0,24,0,24,33,
12,2016-01-04,2015-12-31,2015,91,B,53,1270293,LBM Speakers (staff only),Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,,0,0,false,0,0,0,11,false,false,0,0,0,0,0,0,
12,2016-01-04,2015-12-31,2015,91,J,46,1279299,Hamwic Speakers,Active,33,38,5,0,0,0,0,1,1,0,0,0,0,0,0,4,9,5,0,false,true,false,true,true,,5,0.05,true,0,35,38,11,true,false,13,2,27,0,29,42,
12,2016-01-04,2015-12-31,2015,91,H,32,1321786,County Communicators,Active,20,24,7,2,0,1,1,1,1,0,0,0,0,0,0,4,3,5,0,false,true,false,true,true,,4,0.25,true,1,24,24,11,true,false,7,0,21,0,21,28,
12,2016-01-04,2015-12-31,2015,91,J,46,1348895,Microsoft Speakers Club,Active,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,false,false,false,false,false,,-1,0,false,2,12,9,11,true,false,5,0,6,0,6,11,
12,2016-01-04,2015-12-31,2015,91,K,59,1352811,Speakers Corner,Active,34,36,4,2,1,0,0,0,0,0,0,0,0,0,0,4,9,4,0,false,true,false,true,true,,2,0.08,true,0,37,36,11,true,false,13,0,26,4,30,43,
12,2016-01-04,2015-12-31,2015,91,K,58,1376237,1st London Toastmasters,Active,63,57,6,2,0,0,0,1,2,0,0,0,0,0,0,4,8,4,0,false,true,false,true,true,,-6,0.09,true,0,65,57,11,true,false,12,0,47,0,47,59,
12,2016-01-04,2015-12-31,2015,91,L,47,1407974,Angel Speakers,Active,20,24,3,2,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,false,true,false,true,true,,4,0.08,true,0,22,24,11,true,false,6,0,20,0,20,26,
12,2016-01-04,2015-12-31,2015,91,L,33,1414048,ACCAmembers Breakfast Club,Active,28,30,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,false,true,false,true,true,,2,0,true,0,31,30,11,true,false,5,3,28,0,31,36,
12,2016-01-04,2015-12-31,2015,91,L,34,1417626,Bloomsbury Speakers,Active,47,43,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,false,true,false,true,true,,-4,0.02,true,0,49,43,11,true,false,5,0,40,0,40,45,
12,2016-01-04,2015-12-31,2015,91,K,31,1492774,Woodford Green Speakers,Active,19,18,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,false,true,false,true,true,,-1,0,false,0,23,18,11,true,false,6,2,16,0,18,24,
12,2016-01-04,2015-12-31,2015,91,H,14,1500528,Farnham Speakers Club,Active,20,12,3,0,0,0,0,1,2,0,0,0,0,0,0,2,0,4,0,false,true,false,true,true,,-8,0.25,false,0,20,12,11,true,false,2,0,11,0,11,13,
12,2016-01-04,2015-12-31,2015,91,H,32,1503299,Worthing Speaker's Club,Active,24,34,6,0,0,1,0,1,1,0,0,0,0,0,0,4,8,4,0,false,true,false,true,true,,10,0.09,true,0,30,34,11,true,false,12,0,28,0,28,40,
12,2016-01-04,2015-12-31,2015,91,B,45,1519329,Covent Garden Speakers,Active,43,48,7,2,0,0,0,1,2,0,0,0,0,0,0,4,15,4,5,true,true,false,true,true,,5,0.1,true,4,54,48,11,true,false,19,0,40,0,40,59,
12,2016-01-04,2015-12-31,2015,91,J,04,1535757,Swan Speakers,Active,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,false,true,false,true,true,,2,0,false,0,11,12,11,true,false,3,0,10,0,10,13,
12,2016-01-04,2015-12-31,2015,91,B,08,1592500,Phoenix Speakers,Active,30,30,3,1,0,0,0,0,0,0,0,0,0,0,0,4,1,5,4,true,true,false,true,true,,0,0.03,true,2,31,30,11,true,false,5,6,26,0,32,37,
12,2016-01-04,2015-12-31,2015,91,K,35,1638915,Purley Speakers,Active,22,20,3,1,0,0,0,1,0,0,0,0,0,0,0,4,2,7,0,false,true,false,true,true,,-2,0.1,true,1,24,20,11,true,false,6,0,16,5,21,27,
12,2016-01-04,2015-12-31,2015,91,J,42,1768164,Ferndown Speakers,Active,14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,false,true,false,true,true,,1,0,false,1,15,15,11,true,false,3,0,13,0,13,16,
12,2016-01-04,2015-12-31,2015,91,K,58,1811645,London Public Speakers,Active,26,32,5,0,0,0,0,1,1,0,0,0,0,0,0,4,7,4,0,false,true,false,true,true,,6,0.06,true,0,28,32,11,true,false,11,0,23,0,23,34,
12,2016-01-04,2015-12-31,2015,91,H,21,1937571,FM Global Communicators,Active,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,false,true,false,true,true,,0,0,true,1,24,23,11,true,false,3,0,21,0,21,24,
12,2016-01-04,2015-12-31,2015,91,B,45,2078451,Society Speakers,Active,23,27,5,0,0,0,0,1,1,0,0,0,0,0,0,4,5,3,3,false,true,false,true,true,,4,0.07,true,0,27,27,11,true,false,9,2,22,0,24,33,
12,2016-01-04,2015-12-31,2015,91,K,59,2130480,State Street London Speakers,Active,8,26,4,0,0,0,0,1,0,0,0,0,0,0,0,4,14,0,0,false,true,false,true,true,,18,0.04,true,0,8,26,11,true,false,18,16,8,0,24,42,
12,2016-01-04,2015-12-31,2015,91,B,52,2165768,Imperial College Speakers,Active,20,23,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,false,true,false,true,true,,3,0,true,2,20,23,11,true,false,12,0,11,0,11,23,
12,2016-01-04,2015-12-31,2015,91,J,62,2205990,Cardiff Toastmasters,Active,31,21,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,false,true,false,true,true,,-10,0,true,0,32,21,11,true,false,4,0,18,0,18,22,
12,2016-01-04,2015-12-31,2015,91,K,31,2269349,Russian English Speakers,Active,20,21,5,2,0,0,0,1,1,0,0,0,0,0,0,4,0,5,0,false,true,false,true,true,,1,0.19,true,1,22,21,11,true,false,4,0,19,0,19,23,
