MonthEndDate,AsOfDate,Month,ProgramYear,Region,District,DSP,DECTraining,NewPayments,OctPayments,AprilPayments,LatePayments,CharterPayments,TotalYtdPayments,PaymentBase,PaymentGrowth,PaidClubBase,PaidClubs,ClubGrowth,ActiveClubs,DistinguishedClubs,SelectDistinguishedClubs,PresidentsDistinguishedClubs,TotalDistinguishedClubs,DistinguishedClubsPercentage
2016-09-30,2016-10-12,9,2016,07,36,true,true,284,2101,12,56,121,2574,8896,-0.7107,211,216,0.0237,218,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,07,37,true,true,458,2644,2,43,101,3248,9075,-0.6421,199,204,0.0251,212,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,07,38,true,true,289,2357,2,25,139,2812,8140,-0.6545,168,174,0.0357,178,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,02,39,true,true,228,2062,2,40,90,2422,6288,-0.6148,172,175,0.0174,180,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,05,40,true,true,287,2336,2,39,64,2728,7648,-0.6433,183,186,0.0164,190,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,41,true,true,692,1999,0,37,388,3116,5671,-0.4505,105,123,0.1714,126,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,04,42,true,true,132,1602,15,12,19,1780,6132,-0.7097,142,143,0.007,148,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,05,43,true,true,163,1037,90,17,47,1354,4328,-0.6872,104,106,0.0192,108,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,08,44,true,true,433,2832,11,63,148,3487,10454,-0.6664,219,225,0.0274,229,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,09,45,true,true,110,1238,0,14,21,1383,4244,-0.6741,111,112,0.009,114,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,09,46,true,true,552,3650,55,48,84,4389,12581,-0.6511,228,232,0.0175,239,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,08,47,true,true,383,2267,0,56,21,2727,8444,-0.677,157,158,0.0064,160,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,08,48,true,true,339,1857,1,19,87,2303,6370,-0.6385,138,141,0.0217,144,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,02,49,true,true,101,919,0,14,53,1087,2807,-0.6128,67,69,0.0299,71,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,03,50,true,true,360,2157,0,36,0,2553,8006,-0.6811,190,189,-0.0053,191,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,14,51,true,true,225,2431,9,61,182,2908,7826,-0.6284,167,175,0.0479,181,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,10,52,true,true,225,1543,1,19,41,1829,5894,-0.6897,124,126,0.0161,127,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,09,53,true,true,174,1946,1,23,20,2164,6216,-0.6519,143,145,0.014,147,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,05,54,true,true,86,919,0,9,22,1036,3225,-0.6788,83,83,0,84,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,03,55,true,true,369,2527,0,22,64,2982,8967,-0.6674,197,200,0.0152,205,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,03,56,true,true,419,2607,87,50,142,3305,9875,-0.6653,202,208,0.0297,214,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,02,57,true,true,304,2160,0,47,44,2555,7053,-0.6377,157,159,0.0127,160,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,08,58,true,true,176,1387,0,16,62,1641,5043,-0.6746,126,129,0.0238,131,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,11,59,true,true,344,3820,50,107,107,4428,13007,-0.6596,229,236,0.0306,240,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,06,60,true,true,387,3093,103,51,139,3773,10890,-0.6535,226,232,0.0265,237,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,06,61,true,true,239,2388,70,24,45,2766,8367,-0.6694,200,202,0.01,205,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,06,62,true,true,104,1097,1,14,0,1216,3757,-0.6763,87,87,0,87,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,05,63,true,true,135,1197,0,11,19,1362,3740,-0.6358,87,88,0.0115,89,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,04,64,true,true,63,977,0,7,20,1067,3529,-0.6976,105,106,0.0095,110,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,09,65,true,true,101,1072,18,29,0,1220,3994,-0.6945,108,108,0,109,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,07,66,true,true,156,1605,4,19,0,1784,4988,-0.6423,120,121,0.0083,122,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,67,true,true,163,2422,0,6,20,2611,7409,-0.6476,180,181,0.0056,181,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,08,68,true,true,102,622,1,13,40,778,2079,-0.6258,57,59,0.0351,60,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,12,69,true,true,262,2463,0,34,54,2813,7332,-0.6163,186,189,0.0161,191,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,12,70,true,true,336,2535,0,73,0,2944,8163,-0.6393,189,189,0,190,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,11,71,true,true,236,2985,2,78,77,3378,10297,-0.6719,186,189,0.0161,192,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,12,72,true,true,484,4094,0,29,0,4607,11787,-0.6091,282,282,0,285,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,12,73,true,true,310,1919,0,44,26,2299,6696,-0.6567,153,154,0.0065,154,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,11,74,true,true,286,2125,6,45,238,2700,7643,-0.6467,178,190,0.0674,201,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,14,75,true,true,296,2057,0,66,172,2591,7102,-0.6352,175,180,0.0286,192,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,76,true,true,250,3496,0,23,47,3816,8919,-0.5721,172,174,0.0116,174,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,08,77,true,true,136,970,19,11,0,1136,3229,-0.6482,90,89,-0.0111,90,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,04,78,true,true,77,981,0,14,0,1072,3333,-0.6784,97,97,0,99,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,11,79,true,true,591,4154,0,34,219,4998,15329,-0.674,300,310,0.0333,322,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,14,80,true,true,493,4374,37,45,20,4969,12124,-0.5902,226,227,0.0044,227,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,08,81,true,true,225,2373,0,16,40,2654,7912,-0.6646,165,167,0.0121,169,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,82,true,true,769,4462,0,25,96,5352,12584,-0.5747,199,202,0.0151,203,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,09,83,true,true,364,2236,21,46,80,2747,8206,-0.6652,162,166,0.0247,170,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,08,84,true,true,367,2726,1,23,99,3216,8755,-0.6327,202,206,0.0198,208,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,85,true,true,462,2592,0,20,109,3183,7731,-0.5883,136,140,0.0294,147,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,06,86,true,true,314,3307,18,30,138,3807,10708,-0.6445,237,242,0.0211,242,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,14,87,true,true,179,2043,0,33,100,2355,7331,-0.6788,166,170,0.0241,178,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,88,true,true,329,1966,0,37,136,2468,5568,-0.5568,97,103,0.0619,104,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,89,true,true,522,3912,0,42,160,4636,11607,-0.6006,195,202,0.0359,202,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,12,90,true,true,226,1900,0,23,77,2226,6370,-0.6505,149,152,0.0201,153,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,11,91,true,true,413,2836,0,47,77,3373,9468,-0.6437,145,149,0.0276,149,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,92,true,true,631,2933,0,65,45,3674,9685,-0.6207,163,166,0.0184,172,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,93,true,true,248,904,0,21,83,1256,3116,-0.5969,67,71,0.0597,72,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,11,94,true,true,182,1001,0,45,118,1346,4628,-0.7092,108,113,0.0463,114,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,11,95,true,true,575,4165,0,91,124,4955,15573,-0.6818,268,276,0.0299,279,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,01,96,true,true,224,1827,0,24,145,2220,6374,-0.6517,145,150,0.0345,154,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,14,97,true,true,108,501,0,38,110,757,2368,-0.6803,53,57,0.0755,60,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,13,98,true,true,887,2603,0,59,258,3807,8198,-0.5356,142,151,0.0634,152,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,04,99,true,true,114,1581,4,51,0,1750,5624,-0.6888,149,149,0,155,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,10,F,true,true,466,2999,1,39,185,3690,10051,-0.6329,231,238,0.0303,242,0,0,0,0,0
2016-09-30,2016-10-12,9,2016,DNAR,U,false,false,267,1346,7,151,216,1987,6755,-0.7058,132,142,0.0758,154,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,10,01,true,true,555,2634,2,33,91,3315,7739,-0.5717,179,168,-0.0615,183,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,01,02,true,true,589,2632,4,24,88,3337,7334,-0.545,179,171,-0.0447,182,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,10,03,true,true,671,3310,47,24,139,4191,9320,-0.5503,224,216,-0.0357,228,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,02,04,true,true,539,2524,10,40,131,3244,7005,-0.5369,139,122,-0.1223,144,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,10,05,true,true,488,2475,0,18,110,3091,7182,-0.5696,154,144,-0.0649,159,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,04,06,true,true,557,4167,5,32,52,4813,11430,-0.5789,299,281,-0.0602,301,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,02,07,true,true,416,2416,1,25,91,2949,6667,-0.5577,173,161,-0.0694,176,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,05,08,true,true,262,1527,4,31,0,1824,4651,-0.6078,114,96,-0.1579,114,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,01,09,true,true,99,723,2,6,0,830,2089,-0.6027,62,57,-0.0806,62,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,06,10,true,true,244,1436,0,33,29,1742,4337,-0.5983,107,93,-0.1308,106,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,02,101,false,false,544,2534,21,54,154,3307,7200,-0.5407,149,141,-0.0537,152,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,14,102,false,false,545,2322,3,25,93,2988,6475,-0.5385,149,131,-0.1208,153,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,05,11,true,true,393,2199,7,10,45,2654,5751,-0.5385,157,151,-0.0382,156,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,10,12,true,true,286,1402,29,10,42,1769,4388,-0.5969,118,104,-0.1186,118,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,07,13,true,true,157,1096,4,12,42,1311,3238,-0.5951,82,76,-0.0732,84,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,08,14,true,true,396,1809,125,17,60,2407,5597,-0.5699,136,116,-0.1471,139,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,01,15,true,true,250,1127,5,15,0,1397,3304,-0.5772,87,81,-0.069,87,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,03,16,true,true,270,1356,67,8,51,1752,3967,-0.5584,99,91,-0.0808,101,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,12,17,true,true,281,1180,2,25,0,1488,3554,-0.5813,82,78,-0.0488,82,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,07,18,true,true,374,1689,6,31,83,2183,5105,-0.5724,113,108,-0.0442,117,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,04,19,true,true,171,1165,16,30,0,1382,3206,-0.5689,87,79,-0.092,87,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,11,20,true,true,1537,6723,9,114,256,8639,18655,-0.5369,352,330,-0.0625,362,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,01,21,true,true,383,1890,16,29,20,2338,5512,-0.5758,152,145,-0.0461,150,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,03,22,true,true,283,1547,6,16,61,1913,4683,-0.5915,119,99,-0.1681,121,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,03,23,true,true,199,1137,2,17,60,1415,3685,-0.616,107,87,-0.1869,109,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,04,24,true,true,153,1110,0,7,55,1325,2908,-0.5444,79,72,-0.0886,81,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,03,25,true,true,457,2420,13,25,123,3038,6718,-0.5478,161,150,-0.0683,168,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,01,26,true,true,545,2843,5,51,126,3570,7829,-0.544,181,172,-0.0497,186,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,07,27,true,true,327,1622,52,22,103,2126,4767,-0.554,116,110,-0.0517,120,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,06,28,true,true,371,1647,17,29,62,2126,5114,-0.5843,123,114,-0.0732,127,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,07,29,true,true,363,1953,4,14,25,2359,5974,-0.6051,148,131,-0.1149,149,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,05,30,true,true,670,3368,41,48,163,4290,10450,-0.5895,242,204,-0.157,247,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,09,31,true,true,737,3123,8,54,164,4086,9937,-0.5888,206,180,-0.1262,212,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,01,32,true,true,222,1198,1,28,40,1489,3428,-0.5656,98,94,-0.0408,99,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,02,33,true,true,596,2906,16,15,52,3585,7995,-0.5516,220,210,-0.0455,222,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,10,34,true,true,1039,3149,0,118,288,4594,9899,-0.5359,257,230,-0.1051,269,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,05,35,true,true,250,1790,11,10,57,2118,4664,-0.5459,123,120,-0.0244,124,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,07,36,true,true,549,2777,24,57,121,3528,8897,-0.6035,211,180,-0.1469,216,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,07,37,true,true,758,3090,4,55,101,4008,9087,-0.5589,200,186,-0.07,205,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,07,38,true,true,523,2919,7,28,213,3690,8143,-0.5469,168,163,-0.0298,176,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,02,39,true,true,393,2296,3,41,90,2823,6289,-0.5511,173,162,-0.0636,175,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,05,40,true,true,527,2663,7,39,64,3300,7648,-0.5685,184,169,-0.0815,187,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,41,true,true,1041,2192,0,37,488,3758,5671,-0.3373,105,124,0.181,129,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,04,42,true,true,337,1869,31,12,19,2268,6132,-0.6301,142,130,-0.0845,142,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,05,43,true,true,278,1312,127,18,67,1802,4329,-0.5837,104,93,-0.1058,106,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,08,44,true,true,801,3209,42,68,207,4327,10459,-0.5863,220,191,-0.1318,228,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,09,45,true,true,241,1423,1,14,41,1720,4244,-0.5947,111,103,-0.0721,113,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,09,46,true,true,1017,4125,80,48,109,5379,12581,-0.5725,228,200,-0.1228,232,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,08,47,true,true,621,2503,8,56,68,3256,8444,-0.6144,157,154,-0.0191,158,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,08,48,true,true,541,2229,10,20,86,2886,6371,-0.547,138,131,-0.0507,139,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,02,49,true,true,173,1018,0,14,73,1278,2807,-0.5447,67,65,-0.0299,70,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,03,50,true,true,562,2556,5,36,63,3222,8006,-0.5976,190,168,-0.1158,189,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,14,51,true,true,463,2576,12,61,223,3335,7826,-0.5739,157,142,-0.0955,167,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,10,52,true,true,367,1797,2,19,41,2226,5894,-0.6223,124,103,-0.1694,126,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,09,53,true,true,372,2104,1,23,20,2520,6216,-0.5946,143,131,-0.0839,144,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,05,54,true,true,145,1082,3,12,22,1264,3228,-0.6084,83,72,-0.1325,82,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,03,55,true,true,656,2892,8,25,126,3707,8970,-0.5867,197,179,-0.0914,201,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,03,56,true,true,731,3106,210,48,183,4278,9873,-0.5667,202,184,-0.0891,208,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,02,57,true,true,535,2408,1,47,44,3035,7053,-0.5697,157,145,-0.0764,159,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,08,58,true,true,296,1572,1,16,62,1947,5043,-0.6139,126,109,-0.1349,129,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,11,59,true,true,834,4366,71,114,173,5558,13014,-0.5729,229,222,-0.0306,238,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,06,60,true,true,732,3488,169,52,165,4606,10891,-0.5771,227,216,-0.0485,232,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,06,61,true,true,532,2662,114,27,45,3380,8370,-0.5962,200,190,-0.05,201,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,06,62,true,true,189,1283,2,14,0,1488,3757,-0.6039,87,83,-0.046,87,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,05,63,true,true,236,1392,1,11,19,1659,3740,-0.5564,87,81,-0.069,88,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,04,64,true,true,189,1109,12,7,20,1337,3529,-0.6211,105,90,-0.1429,104,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,09,65,true,true,234,1384,32,29,0,1679,3994,-0.5796,108,93,-0.1389,107,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,07,66,true,true,256,1733,7,19,0,2015,4988,-0.596,120,114,-0.05,121,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,67,true,true,576,2537,1,6,41,3161,7409,-0.5734,180,174,-0.0333,182,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,08,68,true,true,220,691,1,13,40,965,2079,-0.5358,57,52,-0.0877,59,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,12,69,true,true,463,2897,60,86,79,3585,7384,-0.5145,187,186,-0.0053,191,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,12,70,true,true,578,2909,3,73,0,3563,8163,-0.5635,189,180,-0.0476,189,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,11,71,true,true,582,3390,18,79,77,4146,10298,-0.5974,186,184,-0.0108,189,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,12,72,true,true,699,4412,4,29,0,5144,11787,-0.5636,282,271,-0.039,282,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,12,73,true,true,485,2375,5,45,46,2956,6697,-0.5586,153,149,-0.0261,155,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,11,74,true,true,582,2613,15,48,258,3516,7646,-0.5402,178,163,-0.0843,190,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,14,75,true,true,612,2278,0,95,172,3157,7131,-0.5573,176,158,-0.1023,182,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,76,true,true,398,3749,0,24,67,4238,8920,-0.5249,172,172,0,175,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,08,77,true,true,244,1072,20,11,0,1347,3229,-0.5828,90,84,-0.0667,89,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,04,78,true,true,164,1219,1,14,0,1398,3333,-0.5806,98,90,-0.0816,98,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,11,79,true,true,1067,4566,8,37,364,6042,15332,-0.6059,301,270,-0.103,315,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,14,80,true,true,893,4609,79,45,138,5764,12124,-0.5246,226,222,-0.0177,229,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,08,81,true,true,353,2785,1,16,60,3215,7912,-0.5937,165,145,-0.1212,168,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,82,true,true,1203,4774,1,25,188,6191,12584,-0.508,199,200,0.005,204,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,09,83,true,true,590,2797,78,65,112,3642,8225,-0.5572,163,146,-0.1043,168,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,08,84,true,true,604,2965,3,23,120,3715,8755,-0.5757,202,190,-0.0594,207,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,85,true,true,737,2731,0,20,193,3681,7731,-0.5239,136,135,-0.0074,145,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,06,86,true,true,666,3602,36,32,138,4474,10710,-0.5823,237,222,-0.0633,240,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,14,87,true,true,431,2268,0,33,124,2856,7331,-0.6104,166,134,-0.1928,170,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,88,true,true,540,2062,0,37,156,2795,5568,-0.498,97,103,0.0619,104,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,89,true,true,1046,4062,21,42,179,5350,11607,-0.5391,195,193,-0.0103,202,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,12,90,true,true,338,2367,1,24,77,2807,6371,-0.5594,149,144,-0.0336,152,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,11,91,true,true,714,3350,13,47,77,4201,9468,-0.5563,145,138,-0.0483,149,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,92,true,true,1128,3277,0,65,139,4609,9685,-0.5241,163,157,-0.0368,171,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,93,true,true,421,1029,0,21,83,1554,3116,-0.5013,67,65,-0.0299,71,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,11,94,true,true,291,1150,5,48,118,1612,4631,-0.6519,108,80,-0.2593,113,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,11,95,true,true,1016,5001,17,94,124,6252,15576,-0.5986,268,251,-0.0634,276,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,01,96,true,true,461,2126,5,24,145,2761,6374,-0.5668,145,139,-0.0414,150,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,14,97,true,true,224,728,0,38,111,1101,2368,-0.5351,53,46,-0.1321,57,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,13,98,true,true,1366,2821,0,59,291,4537,8198,-0.4466,142,129,-0.0915,152,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,04,99,true,true,318,1761,13,52,0,2144,5625,-0.6188,149,139,-0.0671,149,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,10,F,true,true,719,3530,1,44,187,4481,10056,-0.5544,231,212,-0.0823,237,0,0,0,0,0
2016-10-31,2016-11-09,10,2016,DNAR,U,false,false,570,1890,7,163,306,2936,6767,-0.5661,134,106,-0.209,149,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,10,01,true,true,643,2674,2,33,91,3443,7739,-0.5551,179,169,-0.0559,183,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,01,02,true,true,720,2732,4,25,88,3569,7335,-0.5134,179,173,-0.0335,182,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,10,03,true,true,779,3383,113,24,179,4478,9320,-0.5195,226,221,-0.0221,231,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,02,04,true,true,614,2585,10,40,151,3400,7005,-0.5146,139,126,-0.0935,145,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,10,05,true,true,605,2571,0,18,131,3325,7182,-0.537,154,149,-0.0325,157,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,04,06,true,true,649,4286,9,32,73,5049,11430,-0.5583,299,285,-0.0468,302,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,02,07,true,true,496,2466,2,25,91,3080,6667,-0.538,173,164,-0.052,176,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,05,08,true,true,325,1633,5,31,0,1994,4651,-0.5713,114,101,-0.114,114,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,01,09,true,true,128,733,2,6,0,869,2089,-0.584,62,58,-0.0645,62,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,06,10,true,true,288,1567,4,33,29,1921,4337,-0.5571,107,99,-0.0748,106,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,02,101,false,false,669,2568,26,54,216,3533,7200,-0.5093,149,146,-0.0201,155,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,14,102,false,false,591,2353,3,29,93,3069,6479,-0.5263,149,134,-0.1007,153,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,05,11,true,true,478,2226,9,11,71,2795,5752,-0.5141,157,153,-0.0255,157,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,10,12,true,true,338,1446,32,10,83,1909,4388,-0.5649,118,107,-0.0932,120,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,07,13,true,true,186,1147,7,12,42,1394,3238,-0.5695,82,78,-0.0488,84,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,08,14,true,true,477,1874,129,17,80,2577,5597,-0.5396,136,120,-0.1176,139,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,01,15,true,true,296,1194,5,15,0,1510,3304,-0.543,87,83,-0.046,87,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,03,16,true,true,301,1389,67,8,75,1840,3967,-0.5362,99,93,-0.0606,102,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,12,17,true,true,334,1220,7,25,0,1586,3554,-0.5537,82,82,0,82,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,07,18,true,true,435,1761,6,31,105,2338,5105,-0.542,113,110,-0.0265,118,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,04,19,true,true,214,1201,20,30,0,1465,3206,-0.543,87,83,-0.046,88,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,11,20,true,true,1789,6935,16,114,296,9150,18655,-0.5095,352,337,-0.0426,364,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,01,21,true,true,492,1919,27,29,20,2487,5512,-0.5488,152,148,-0.0263,150,0,0,0,0,0
2016-11-30,2016-12-08,11,2016,03,22,true,true,330,1596,8,16,61,2011,4683,-0.5706,119,101,-0.1513,121,0,0,0,0,0
