District,Division,Area,ProgramYear,Month,AsOfDate,ClubNumber,ClubName,ClubStatus,BaseMembers,ActiveMembers,GoalsMet,CCs,CCsAdd,ACs,ACsAdd,Ldr,LdrsAdd,Level1s,Level2s,Level2sAdd,Level3s,Level45DTMs,Level45DTMsAdd,NewMembers,AddNewMembers,OfficersTrainedRd1,OfficersTrainedRd2,MembersDuesOnTimeOct,MembersDuesOnTimeApr,OfficerListOnTime,COTMet,Goal10Met,DistinguishedStatus,MembersGrowth,AwardsPerMember,DCPEligibility,MonthlyGrowth,30SeptMembers,31MarMembers,Region,NovADVisit,MarADVisit
91,J,04,2016,4,2017-05-03,01053038,Berkhamsted Speakers Club,Active,31,35,8,1,0,1,1,1,2,0,0,0,0,0,0,4,12,4,5,true,true,true,true,true,S,4,0.17,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,04,2016,4,2017-05-03,01535757,Swan Speakers,Active,13,11,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,5,false,true,true,true,true,,-2,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,04,2016,4,2017-05-03,05512141,Stand & Deliver,Active,24,14,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,true,true,true,true,true,,-10,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2016,4,2017-05-03,00003297,Oxford Speakers Club,Active,30,33,5,0,0,1,0,0,0,0,0,0,0,0,0,4,10,4,5,true,true,true,true,true,D,3,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2016,4,2017-05-03,00004166,Bardwell Speakers Club,Active,15,17,4,1,0,0,0,0,0,0,0,0,0,0,0,4,10,5,6,true,true,true,true,true,,2,0.06,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2016,4,2017-05-03,00005503,Bicester Achievers Toastmasters Club,Active,21,15,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,true,true,true,true,true,,-6,0.2,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2016,4,2017-05-03,00006874,Abingdon Speakers Toastmasters Club,Active,29,27,5,1,0,0,0,1,1,0,0,0,0,0,0,4,2,6,5,true,true,true,true,true,D,-2,0.11,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2016,4,2017-05-03,01045890,Oxford Orators Club,Active,21,19,5,2,0,0,0,0,0,0,0,0,0,0,0,4,11,5,4,true,true,true,true,true,,-2,0.11,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2016,4,2017-05-03,04797518,CROUGHTON TOASTMASTERS,Low,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,false,false,true,false,false,,-18,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,07,2016,4,2017-05-03,05494849,Infineum Milton Hill Speakers,Active,34,42,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,6,true,true,true,false,true,,8,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,10,2016,4,2017-05-03,01014712,Voice of Wales,Active,18,16,7,0,0,1,1,1,2,0,0,0,0,0,0,4,3,4,5,true,true,true,true,true,,-2,0.31,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,10,2016,4,2017-05-03,02205990,Cardiff Toastmasters,Active,26,24,8,2,1,1,0,1,1,0,0,0,0,0,0,4,13,5,5,true,true,true,true,true,S,-2,0.25,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,10,2016,4,2017-05-03,05076057,Porthcawl Speakers Club,Active,23,14,5,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,true,true,true,true,true,,-9,0.07,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,21,2016,4,2017-05-03,00004827,Chiltern Speakers Club,Active,35,32,4,1,0,0,0,1,0,0,0,0,0,0,0,4,12,4,3,true,true,true,false,true,,-3,0.06,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,21,2016,4,2017-05-03,00005461,Maidenhead Speakers Club,Active,49,47,5,1,0,1,0,0,0,0,0,0,0,0,0,4,11,6,5,true,true,true,true,true,D,-2,0.04,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,21,2016,4,2017-05-03,00758236,Windsor Speakers Club,Active,43,35,6,2,0,0,0,1,2,0,0,0,0,0,0,4,14,3,5,true,true,true,false,true,D,-8,0.14,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,21,2016,4,2017-05-03,01937571,FM Global Communicators,Active,24,21,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,true,true,true,true,true,,-3,0.14,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,21,2016,4,2017-05-03,03124015,Wokingham Speakers,Active,34,28,5,1,0,0,0,1,0,0,0,0,0,0,0,4,11,5,4,true,true,true,true,true,D,-6,0.07,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,21,2016,4,2017-05-03,04670783,Ascot Speakers,Active,28,18,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,true,true,true,true,true,,-10,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,J,22,2016,4,2017-05-03,00005161,"Thamesdown Speakers Club ",Active,37,25,7,2,1,1,1,0,0,0,0,0,0,0,0,4,8,4,4,true,true,true,true,true,S,-12,0.2,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,22,2016,4,2017-05-03,01182918,Cheltenham Speakers,Active,28,28,6,2,0,0,0,1,0,0,0,0,0,0,0,4,8,4,4,true,true,true,true,true,D,0,0.11,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,22,2016,4,2017-05-03,03105854,Malvern Speakers,Active,34,32,8,2,1,1,0,1,5,0,0,0,0,0,0,4,14,7,4,true,true,true,true,true,S,-2,0.31,true,XXX,XXX,XXX,XXX,XXX,XXX
91,J,22,2016,4,2017-05-03,04277469,Gloucester Speakers,Active,21,21,8,2,1,1,0,1,1,0,0,0,0,0,0,4,6,7,4,true,true,true,true,true,S,0,0.29,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2016,4,2017-05-03,00760422,MLP London Bridge Speakers,Active,43,28,7,2,3,0,0,1,1,0,0,0,0,0,0,4,12,5,2,true,true,true,false,true,S,-15,0.25,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2016,4,2017-05-03,01107650,Bank Speakers,Active,20,8,5,2,0,0,0,1,1,0,0,0,0,0,0,4,3,2,3,false,true,true,false,true,,-12,0.5,false,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2016,4,2017-05-03,01811645,London Public Speakers,Active,54,45,7,2,1,0,0,1,2,0,0,0,0,0,0,4,47,4,4,true,true,true,true,true,S,-9,0.13,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2016,4,2017-05-03,05101315,RLC Toastmasters,Active,34,30,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,1,true,true,true,false,true,,-4,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,03,2016,4,2017-05-03,05987771,Central London Toastmasters,Active,23,68,3,0,0,0,0,0,0,0,0,0,0,0,0,4,41,0,0,true,false,true,false,true,,45,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,31,2016,4,2017-05-03,00002656,Speakeasy@Credit Suisse,Active,35,21,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,false,true,true,false,true,,-14,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,31,2016,4,2017-05-03,00008923,Women In Banking And Finance Club,Active,26,18,8,2,3,0,0,1,4,0,0,0,0,0,0,4,9,6,4,true,true,true,true,true,,-8,0.56,false,XXX,XXX,XXX,XXX,XXX,XXX
91,K,31,2016,4,2017-05-03,00778270,Canary Wharf Communicators Club,Active,46,27,5,0,0,0,0,1,0,0,0,0,0,0,0,4,26,6,5,false,true,true,true,true,D,-19,0.04,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,31,2016,4,2017-05-03,01492774,Woodford Green Speakers,Active,30,18,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,3,true,true,true,false,true,,-12,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,K,31,2016,4,2017-05-03,04137457,Stratford London Toastmasters,Low,11,7,2,1,0,1,0,0,0,0,0,0,0,0,0,4,2,5,2,false,false,true,false,false,,-4,0.29,false,XXX,XXX,XXX,XXX,XXX,XXX
91,K,58,2016,4,2017-05-03,00002027,City of London Toastmasters Club,Active,39,36,5,2,0,1,0,0,0,0,0,0,0,0,0,4,12,4,2,true,true,true,false,true,D,-3,0.08,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,58,2016,4,2017-05-03,00005964,Broadgate Speakers,Active,38,29,5,0,0,0,0,1,3,0,0,0,0,0,0,4,1,5,4,true,true,true,true,true,D,-9,0.14,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,58,2016,4,2017-05-03,01376237,1st London Toastmasters,Active,62,10,7,2,1,1,2,0,0,0,0,0,0,0,0,4,24,5,6,true,true,true,true,true,,-52,0.6,false,XXX,XXX,XXX,XXX,XXX,XXX
91,K,58,2016,4,2017-05-03,03808273,PMI UK Toastmasters Club,Active,30,27,8,2,0,1,0,1,2,0,0,0,0,0,0,4,14,5,4,true,true,true,true,true,S,-3,0.22,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,59,2016,4,2017-05-03,00589935,Citi Criers Club,Active,29,22,6,2,1,0,0,1,0,0,0,0,0,0,0,4,9,4,4,true,true,true,true,true,D,-7,0.18,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,59,2016,4,2017-05-03,00762850,Meridian Speakers Club,Active,27,23,6,2,0,1,0,1,0,0,0,0,0,0,0,4,16,4,1,true,false,true,false,true,D,-4,0.17,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,59,2016,4,2017-05-03,01246707,Lewisham Speakers Club,Active,23,20,4,0,0,0,0,1,0,0,0,0,0,0,0,4,5,2,0,true,true,true,false,true,,-3,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,K,59,2016,4,2017-05-03,01352811,Speakers Corner,Active,28,13,7,2,2,0,0,1,1,0,0,0,0,0,0,4,13,2,0,true,true,true,false,true,,-15,0.46,false,XXX,XXX,XXX,XXX,XXX,XXX
91,K,59,2016,4,2017-05-03,02130480,State Street London Speakers,Active,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,false,true,true,false,true,,0,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,K,59,2016,4,2017-05-03,02540540,London Trustmasters,Active,13,15,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,false,true,true,false,true,,2,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,L,09,2016,4,2017-05-03,00002390,Berkeley Square Speakers Toastmasters Club,Active,44,44,9,2,3,1,0,1,4,0,0,0,0,0,0,4,18,6,7,true,true,true,true,true,P,0,0.25,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,09,2016,4,2017-05-03,00009079,Excalibur Speakers,Active,31,34,5,0,0,1,0,0,0,0,0,0,0,0,0,4,4,5,5,true,true,true,true,true,D,3,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,09,2016,4,2017-05-03,02684362,Experience French,Active,26,27,5,1,0,0,0,1,1,0,0,0,0,0,0,4,3,6,5,true,true,true,true,true,D,1,0.11,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,09,2016,4,2017-05-03,04210965,Speak Out,Low,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,false,false,true,false,false,,-4,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,L,09,2016,4,2017-05-03,04495118,Paddington Toastmasters,Active,29,20,4,1,0,0,0,0,0,0,0,0,0,0,0,4,12,4,4,true,true,true,true,true,,-9,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,47,2016,4,2017-05-03,00000501,London Communicators Club,Active,20,21,6,2,0,0,0,1,0,0,0,0,0,0,0,4,4,4,5,true,true,true,true,true,D,1,0.14,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,47,2016,4,2017-05-03,00004824,London Business School Public Speaking Club,Active,55,58,7,2,2,1,0,0,0,0,0,0,0,0,0,4,57,4,5,true,true,true,true,true,S,3,0.09,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,47,2016,4,2017-05-03,00647094,Northern Lights Speakers Club,Active,21,22,7,2,0,0,0,1,1,0,0,0,0,0,0,4,10,7,6,true,true,true,true,true,S,1,0.18,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,47,2016,4,2017-05-03,01407974,Angel Speakers,Active,23,16,6,2,0,0,0,1,0,0,0,0,0,0,0,4,8,4,4,true,true,true,true,true,,-7,0.19,false,XXX,XXX,XXX,XXX,XXX,XXX
91,L,47,2016,4,2017-05-03,04580487,Tottenham Speakers Club,Active,20,11,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,false,true,true,false,true,,-9,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,L,56,2016,4,2017-05-03,00893055,WIBF Speakers-City Club,Active,33,28,7,1,0,1,0,1,1,0,0,0,0,0,0,4,4,7,7,true,true,true,true,true,S,-5,0.14,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,56,2016,4,2017-05-03,02271336,BlackRock Speaks,Active,43,33,6,0,0,0,0,1,1,0,0,0,0,0,0,4,8,6,4,true,true,true,true,true,D,-10,0.06,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,56,2016,4,2017-05-03,04321433,Data Science Speakers Club,Active,21,17,4,0,0,1,0,0,0,0,0,0,0,0,0,4,3,6,6,true,true,true,true,true,,-4,0.06,false,XXX,XXX,XXX,XXX,XXX,XXX
91,L,56,2016,4,2017-05-03,04421897,Barings Speaking Club,Active,26,21,5,1,0,0,0,1,0,0,0,0,0,0,0,4,8,6,4,true,true,true,true,true,D,-5,0.1,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,56,2016,4,2017-05-03,05042742,Deutsche Bank Toastmasters London,Active,28,11,8,2,1,1,0,1,2,0,0,0,0,0,0,4,17,5,4,true,true,true,true,true,,-17,0.64,false,XXX,XXX,XXX,XXX,XXX,XXX
91,L,61,2016,4,2017-05-03,00002326,HOD Speakers Club,Active,53,49,6,1,0,1,0,1,0,0,0,0,0,0,0,4,11,4,4,true,true,true,true,true,D,-4,0.06,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,61,2016,4,2017-05-03,00007749,Harrovian Speakers Toastmasters,Active,31,27,8,2,0,1,0,1,3,0,0,0,0,0,0,4,4,4,6,true,true,true,true,true,S,-4,0.26,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,61,2016,4,2017-05-03,01139794,Watford Speakers,Active,47,45,8,0,0,1,2,1,1,0,0,0,0,0,0,4,6,5,6,true,true,true,true,true,S,-2,0.11,true,XXX,XXX,XXX,XXX,XXX,XXX
91,L,61,2016,4,2017-05-03,03688847,TJXpressions,Active,25,21,5,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,7,true,true,true,true,true,D,-4,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,01,2016,5,2017-06-07,00005774,Solent Speakers Club,Active,28,20,6,1,0,0,0,1,1,0,0,0,0,0,0,4,7,5,4,true,true,true,true,true,D,-8,0.15,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,01,2016,5,2017-06-07,00009090,Wessex Speakers Club,Active,38,35,9,2,0,1,1,1,4,0,0,0,0,0,0,4,8,4,4,true,true,true,true,true,P,-3,0.26,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,01,2016,5,2017-06-07,01279299,Hamwic Speakers,Active,43,38,8,2,0,1,0,1,1,0,0,0,0,0,0,4,15,7,5,true,true,true,true,true,S,-5,0.13,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,01,2016,5,2017-06-07,02685904,Spinnaker Speakers,Active,30,24,7,2,0,0,0,1,4,0,0,0,0,0,0,4,5,5,4,true,true,true,true,true,S,-6,0.29,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,01,2016,5,2017-06-07,05151748,Tech Data Toastmasters,Active,20,12,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,6,true,true,true,true,true,,-8,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,A,14,2016,5,2017-06-07,00009834,Guildford Speaker's Club,Active,38,39,6,1,0,1,1,0,0,0,0,0,0,0,0,4,16,6,4,true,true,true,true,true,D,1,0.08,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,14,2016,5,2017-06-07,00886002,Woking Speakers Toastmasters Club,Active,39,43,5,1,0,0,0,1,0,0,0,0,0,0,0,4,13,4,4,true,true,true,true,true,D,4,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,14,2016,5,2017-06-07,00961893,Camberley Speakers,Active,28,19,4,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,true,true,true,true,true,,-9,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,A,14,2016,5,2017-06-07,01500528,Farnham Speakers Club,Active,21,20,6,2,0,0,0,1,3,0,0,0,0,0,0,4,6,6,3,true,true,true,false,true,D,-1,0.3,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,14,2016,5,2017-06-07,02673910,Fluor Farnborough Speakers,Active,25,17,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,false,false,false,false,false,,-8,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,A,14,2016,5,2017-06-07,05347060,Payments People,Ineligible,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,false,false,,-22,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,A,42,2016,5,2017-06-07,00000742,Hallmark Speakers,Active,44,42,9,2,4,1,1,1,1,0,0,0,0,0,0,4,11,3,1,true,true,true,false,true,P,-2,0.24,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,42,2016,5,2017-06-07,00595108,Chaseside Speakers Toastmasters Club,Active,27,23,5,1,0,0,0,1,1,0,0,0,0,0,0,4,9,1,1,true,true,true,false,true,D,-4,0.13,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,42,2016,5,2017-06-07,01163131,Casterbridge Speakers,Active,26,24,7,2,1,1,0,1,1,0,0,0,0,0,0,4,1,4,5,true,true,true,true,true,S,-2,0.25,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,42,2016,5,2017-06-07,01768164,Ferndown Speakers,Active,19,11,3,1,0,1,0,0,0,0,0,0,0,0,0,3,0,4,5,true,true,true,true,true,,-8,0.18,false,XXX,XXX,XXX,XXX,XXX,XXX
91,A,46,2016,5,2017-06-07,00002965,Newbury Speakers Club,Active,25,26,8,2,0,1,0,1,1,0,0,0,0,0,0,4,14,5,5,true,true,true,true,true,S,1,0.19,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,46,2016,5,2017-06-07,00008471,"Reading Speakers Club ",Active,45,34,6,2,1,1,0,0,0,0,0,0,0,0,0,4,16,7,4,true,true,true,true,true,D,-11,0.12,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,46,2016,5,2017-06-07,01348895,Microsoft Speakers Club,Low,10,4,3,0,0,1,0,0,0,0,0,0,0,0,0,4,4,5,0,false,false,true,false,false,,-6,0.25,false,XXX,XXX,XXX,XXX,XXX,XXX
91,A,46,2016,5,2017-06-07,03599330,Basingstoke Speakers,Active,25,16,5,0,0,0,0,1,0,0,0,0,0,0,0,4,5,6,4,true,true,true,true,true,,-9,0.06,false,XXX,XXX,XXX,XXX,XXX,XXX
91,A,46,2016,5,2017-06-07,04834667,Hungerford Speakers,Active,20,17,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,false,false,true,false,false,,-3,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,A,62,2016,5,2017-06-07,00008580,Northavon Speakers Toastmasters Club,Active,47,26,4,1,0,0,0,0,0,0,0,0,0,0,0,4,15,4,4,true,true,true,true,true,,-21,0.04,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,62,2016,5,2017-06-07,00907029,South West Speakers,Active,31,30,9,2,3,1,0,1,5,0,0,0,0,0,0,4,14,4,6,true,true,true,true,true,P,-1,0.4,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,62,2016,5,2017-06-07,01249064,Armada Speakers,Active,21,20,5,1,0,0,0,1,0,0,0,0,0,0,0,4,11,5,4,true,true,true,true,true,D,-1,0.1,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,62,2016,5,2017-06-07,04547336,Bath Spa Toastmasters,Active,27,22,5,1,0,0,0,1,0,0,0,0,0,0,0,4,11,5,5,true,true,true,true,true,D,-5,0.09,true,XXX,XXX,XXX,XXX,XXX,XXX
91,A,62,2016,5,2017-06-07,05812194,Bristol Central Speakers,Active,20,17,3,1,0,0,0,0,0,0,0,0,0,0,0,4,8,0,2,true,true,true,false,true,,-3,0.06,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,06,2016,5,2017-06-07,00005235,London Olympians Speakers Toastmasters Club,Active,46,45,7,2,1,0,0,1,3,0,0,0,0,0,0,4,10,4,5,true,true,true,true,true,S,-1,0.16,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,06,2016,5,2017-06-07,00007365,London Athenian Speakers Toastmasters Club,Active,54,59,7,1,0,1,0,1,1,0,0,0,0,0,0,4,36,6,5,true,true,true,true,true,S,5,0.07,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,06,2016,5,2017-06-07,00007951,London Corinthians Toastmasters,Active,43,41,6,2,0,0,0,1,0,0,0,0,0,0,0,4,9,6,7,true,true,true,true,true,D,-2,0.07,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,06,2016,5,2017-06-07,00885179,West London Speakers Club,Active,33,26,5,0,0,0,0,1,0,0,0,0,0,0,0,4,7,5,5,true,true,true,true,true,D,-7,0.04,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,06,2016,5,2017-06-07,04537042,Sytel Reply Toastmasters,Active,20,14,7,2,2,1,0,1,1,0,0,0,0,0,0,2,0,6,4,true,true,true,true,true,,-6,0.5,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,06,2016,5,2017-06-07,05233407,Wellington Management London Toastmasters Club,Active,23,27,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,true,true,true,false,true,,4,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,08,2016,5,2017-06-07,00674907,London Cardinals Club,Active,57,47,10,2,5,1,1,1,2,0,0,0,0,0,0,4,8,6,5,true,true,true,true,true,P,-10,0.26,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,08,2016,5,2017-06-07,01592500,Phoenix Speakers,Active,30,33,3,1,0,0,0,0,0,0,0,0,0,0,0,4,12,1,3,true,false,true,false,true,,3,0.03,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,08,2016,5,2017-06-07,04108290,Ofgem Speakers Club,Active,21,20,4,1,0,0,0,0,0,0,0,0,0,0,0,4,14,4,5,true,false,true,true,true,,-1,0.05,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,08,2016,5,2017-06-07,04138266,London Victorians,Active,43,49,9,2,4,1,0,1,3,0,0,0,0,0,0,4,34,7,4,true,true,true,true,true,P,6,0.22,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,29,2016,5,2017-06-07,00002731,"Riverside Communicators ",Active,52,57,8,2,2,1,0,1,0,0,0,0,0,0,0,4,16,6,5,true,true,true,true,true,S,5,0.11,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,29,2016,5,2017-06-07,00589261,Trojan Speakers Club,Active,31,36,6,1,0,0,0,1,1,0,0,0,0,0,0,4,19,5,5,true,true,true,true,true,D,5,0.08,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,29,2016,5,2017-06-07,04026237,The Toast Rack,Active,8,9,5,1,0,0,0,1,1,0,0,0,0,0,0,4,4,2,6,true,true,true,false,true,,1,0.33,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,29,2016,5,2017-06-07,04967311,Discovery Soap Box,Active,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,false,false,true,false,false,,-26,0,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2016,5,2017-06-07,00004141,Grosvenor Square Speakers,Active,38,38,8,1,0,1,1,1,1,0,0,0,0,0,0,4,16,7,5,true,true,true,true,true,S,0,0.13,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2016,5,2017-06-07,01095711,Polish Your Polish,Active,35,30,9,2,2,1,0,1,4,0,0,0,0,0,0,4,10,4,4,true,true,true,true,true,P,-5,0.33,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2016,5,2017-06-07,02165768,Imperial College Speakers,Active,20,10,3,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,false,true,true,false,true,,-10,0.2,false,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2016,5,2017-06-07,02277701,Kings Speakers,Active,27,28,7,1,0,1,0,1,1,0,0,0,0,0,0,4,11,4,4,true,true,true,true,true,S,1,0.14,true,XXX,XXX,XXX,XXX,XXX,XXX
91,B,52,2016,5,2017-06-07,04144038,104 London Debaters,Active,34,38,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,4,true,true,true,true,true,,4,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,02,2016,5,2017-06-07,00003149,Holborn Speakers,Active,57,52,7,1,0,1,0,1,2,0,0,0,0,0,0,4,24,4,4,true,true,true,true,true,S,-5,0.1,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,02,2016,5,2017-06-07,01417626,Bloomsbury Speakers,Active,39,34,6,2,1,1,0,1,0,0,0,0,0,0,0,4,16,4,2,true,true,true,false,true,D,-5,0.15,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,02,2016,5,2017-06-07,03025177,Connected Speakers London,Active,25,21,7,2,1,1,0,1,3,0,0,0,0,0,0,4,2,5,5,true,true,true,true,true,S,-4,0.38,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,02,2016,5,2017-06-07,04413860,ICF London Toastmasters,Active,23,27,5,0,0,0,0,1,0,0,0,0,0,0,0,4,11,4,4,true,true,true,true,true,D,4,0.04,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2016,5,2017-06-07,01519329,Covent Garden Speakers,Active,39,33,10,2,2,1,1,1,5,0,0,0,0,0,0,4,22,5,4,true,true,true,true,true,P,-6,0.36,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2016,5,2017-06-07,04146282,J.P. Morgan First Class Speakers,Active,47,25,3,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,true,true,true,false,true,,-22,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2016,5,2017-06-07,04169140,City Limits Speakers,Active,44,32,10,2,5,1,2,1,10,0,0,0,0,0,0,4,13,5,4,true,true,true,true,true,P,-12,0.66,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2016,5,2017-06-07,05110330,Amway Toastmasters,Active,20,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,true,false,true,false,true,,14,0,true,XXX,XXX,XXX,XXX,XXX,XXX
91,C,05,2016,5,2017-06-07,05920958,Google UK Speakers,Ineligible,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,true,false,true,false,true,,-21,0,false,XXX,XXX,XXX,XXX,XXX,XXX
