ClubId,ClubName,District,Division,Area,Prospective,Street,City,Postcode,Longitude,Latitude,CountryName,CharterDate,Location,MeetingDay,MeetingTime,FacebookLink,Website,OnlineAttendance
3105854,Malvern Speakers,91,J,11,false,Graham Rd,Malvern,WR14 2HN,-2.33,52.11,United Kingdom,2013-07-31,Great Malvern Hotel<br>1st & 3rd Tue of the Month,1st  & 3rd Tue of month,19:30,https://www.facebook.com/search/top?q=malvern%20speakers%20toastmasters,https://www.facebook.com/search/top?q=malvern%20speakers%20toastmasters,false
3124015,Wokingham Speakers,91,D,21,false,Rose Street,Wokingham,RG40 1XS,-0.83,51.41,United Kingdom,2013-06-23,Wokingham Methodist Centre<br>Rose Room,1st & 3rd Tuesday,7:30 pm,https://www.facebook.com/WokinghamSpeakers,http://www.wokinghamspeakers.org.uk/,false
3518670,Connected Speakers Bromley,91,H,35,false,"26 Elmfield Rd, Bank of America ",London,BR1 1LR,0.02,51.4,United Kingdom,2014-06-24,"Bank of America Building, Auditorium (4.8)",2nd & 4th Wednesday,12:00pm (2nd Wed) and 12.00pm (4th Wed),,http://tando.toastmasterclub.org/,true
3599330,Basingstoke Speakers,91,A,46,false,St Andrews Rd,Basingstoke,RG22 6PT,-1.11,51.26,United Kingdom,2014-06-16,Howard Park Bowls Club,1st & 3rd Thursday,7:15pm for 7:30 start - 9:30pm,https://www.facebook.com/basingstokespeakers/?fref=ts,,false
3688847,TJXpressions,91,L,61,false,73 Clarendon Road,Watford,WD17 1TX,-0.4,51.66,United Kingdom,2014-04-01,TJX Europe (Employee's Only),Every fortnight on a Wednesday,12:00 - 13:00,,http://tjxpressions.toastmasterclub.org/,true
3808273,PMI UK Toastmasters Club,91,L,16,false," University of Westminster, 35 Marylebone",London,NW1 5LS,-0.15,51.52,United Kingdom,2014-04-01,The University of Westminster and Online<br>2nd Wed  &  4th Wednesday,2nd & 4th Wednesday,7:00 pm,https://www.facebook.com/pmi.uk.toastmasters,http://pmi.org.uk/prof-development/pmi-uk-toastmasters-club,true
4137457,Stratford London Toastmasters,91,K,12,false,107-109 The Grove,London,E15 1HP,0,51.54,United Kingdom,2015-03-27,Stratford Advice Arcade<br>https://uk-ccb.zoom.us/j/88973884315?pwd=ZlFqM2NBbHlweUNqN0J4cGtSbmh3QT09,Monday / 1st & 3rd,18:30,https://www.facebook.com/SLToastmasters/?locale=en_GB,https://toastmasterclub.org/clubdata.php?c=482,true
4138266,London Victorians,91,B,18,false,71 Vincent Square,London,SW1P 2PA,-0.14,51.49,United Kingdom,2015-04-13,BlueOrchid Wellington Hotel<br>Monk Room,Tuesday,18:30,https://www.facebook.com/pages/London-Victorians-Toastmasters-Club/268891006640940,http://www.londonvictorians.co.uk/,false
4144038,104 London Debaters,91,B,52,false,23 Francis Street,London,SW1P 1DN,-0.14,51.5,United Kingdom,2015-03-26,The Windsor Castle<br>46-47 Russell Square,2nd & 4th Tuesday,6:45 PM,https://www.facebook.com/104LondonDebaters,https://104londondebaters.club/,true
4169140,City Limits Speakers,91,C,02,false,n/a,n/a,n/a,-2.55,53.94,United Kingdom,2015-03-27,Online,Thursday,7:10 AM,,citylimits.toastmasterclub.org,true
4277469,Gloucester Speakers,91,J,11,false,146 Barnwood Road,Gloucester,GL4 3JT,-2.21,51.86,United Kingdom,2015-03-09,Barnwood Reading Room,2  and 4 Tuesday of the month,7:15  for 7.30 pm,https://www.facebook.com/gloucesterspeakers/,http://gloucester.toastmasterclub.org/,false
4321433,Data Science Speakers Club,91,B,09,false,"100 Museum Street, The Post Building",London,WC1A 1PB,-0.12,51.52,United Kingdom,2016-01-01,100 Museum Street<br>The Post Building,"1st, 3rd, and 5th Mondays of Each Month",6:30 pm to 8.30 pm,https://www.facebook.com/datasciencespk/,https://datasciencespeakers.tmclubs.org/,true
4349640,SURBITON SPEAKERS,91,D,53,false,"Maple Road, Surrey",Surbiton,KT6 4AB,-0.31,51.39,United Kingdom,2015-06-08,St. Andrew's Church,"1st Thursday and 3rd Thursday ",7:30 PM - 9:30 PM,https://www.facebook.com/surbitonspeakers,https://www.facebook.com/surbitonspeakers,false
4413554,Kings Cross Speakers,91,L,47,false,"88 Tavistock Place,",London,WC1H9RS,-0.12,51.53,United Kingdom,2015-09-05,Lumen Centre Kings Cross<br>Please use one of above to contact us. Thanks,2nd & 4th Thursday,18:30 for 18:45 start,https://www.facebook.com/kingscrossspeakers,https://www.kingscrossspeakers.com/,false
4495118,Paddington Toastmasters,91,B,52,false,"Westbourne Park Baptist Church, Porchester Road",London,W2 5DX,-0.19,51.52,United Kingdom,2015-08-11,Westbourne Park Baptist Church,First and Third Tuesdays of the Month,6:15 p.m.,,http://paddingtontoastmasters.co.uk/,true
4547336,Bath Spa Toastmasters,91,A,62,false,"Bath Citadel, Green Park Road",Bath,BA1 1XE,-2.37,51.38,United Kingdom,2015-03-11,"Bath Citadel - In Person Meetings<br>The Salvation Army,  Bath Citadel",2nd & 4th Thursdays,7:15 for 7:30 PM,www.facebook.com/BathSpaToastmasters,https://www.meetup.com/bathspatoastmasters/,false
4580487,Tottenham Speakers Club,91,L,56,false,"Lebus Street, Tottenham",London,N17 BFU,-0.06,51.59,United Kingdom,2016-09-26,The Engine Room,1st & 3rd Monday,6:30 PM,https://en-gb.facebook.com/Tottenham-Speakers-Club-1562651354020414/,http://tottenspeakers.org/,true
4670783,Ascot & Bracknell Speakers,91,D,21,false,8-10 Nicholson Park," Bracknell",RG12 9QN,-0.74,51.41,United Kingdom,2016-04-23,The Parks Community Centre<br>Online,2nd & 4th Monday,7:30 - 9:00 p.m.,https://www.facebook.com/ascotspeakers,http://www.ascotspeakers.org.uk/,false
4713088,GS London Toastmasters Club,91,C,02,false,25 Shoe Lane,London,EC4A 4AU,-0.11,51.51,United Kingdom,2015-06-26,Goldman Sachs,Biweekly on Wednesdays,12:00 PM,,http://gstoastmasters.toastmasterclub.org/,true
5042742,Deutsche Bank Toastmasters London,91,K,03,false,21 Moorfields,London,EC2Y 9DB,-0.09,51.52,United Kingdom,2016-01-01,Deutsche Bank Moorfields<br>21 Moorfields,Tuesday,"12:00 PM ",,http://toastmasterclub.org/portal.php?page=1&c=559,false
5101315,Lloyds Banking Group Toastmasters,91,C,34,false,125 London Wall,London,EC2V 5DY,-0.09,51.52,United Kingdom,2016-03-29,Lloyds Banking Group,Monday/Tuesdays,4:00 p.m.,,,true
5257932,Reading Verizon Toastmasters,91,A,17,false,Basingstoke Road,Reading,RG2 6DA,-0.97,51.42,United Kingdom,2017-07-01,"Verizon UK, Reading International Business Park, Basingstoke Road",Every other Tuesday,12:00 PM,,,true
5424679,TPR Speakers Club,91,H,55,false,"Napier House, Trafalgar Place",Brighton,BN1 4DW,-0.14,50.83,United Kingdom,2016-06-10,The Pensions Regulator,Every other Tuesday,12:30 p.m.,,,true
5492830,Gatwick Communicators,91,H,32,false,Worth Road,Crawley,RH10 7DY,-0.15,51.12,United Kingdom,2017-10-21,St. Barnabas Church Hall,1st & 3rd Monday,7:15 pm,https://www.facebook.com/GatwickCommunicators/,https://www.gatwickcommunicators.co.uk/,false
5494849,Infineum Milton Hill Speakers,91,J,22,false,Milton Hill Business and Technology,Abingdon,OX13 6BD,-1.32,51.61,United Kingdom,2016-08-22,"Infineum LTD, Milton Hill Business and Technology Centre",2nd & 4th Thursday,12:00 PM,,,true
5513601,Clapham Connectors,91,B,08,false,196 Clapham High St,London,SW4 7UD,-0.14,51.46,United Kingdom,2016-12-16," In-person only<br>O Neils Clapham Common",2nd & 4th Mondays of the month,7:00pm,www.facebook.com/ClaphamConnectors,https://claphamconnectorstoastmasters.wordpress.com/,false
5606419,Manor House Speakers,91,L,56,false,Kayani Avenue,London,N4 2HF,-0.09,51.57,United Kingdom,2018-03-27,Online Meeting - Email us for Zoom info<br>Redmond Community Centre,"2nd & 4th Wednesday's each month ",7:00 PM,,,true
5812194,Bristol Central Speakers,91,A,62,false,"Contact us for details, bristolcentralspeakers@gmail.com",Bristol,BS1,-82.15,36.59,United Kingdom,2016-09-30,Bristol City Centre Location<br>BS1,2nd & 4th Thursday of the Month,18:45,https://www.facebook.com/Bristol-Central-Speakers,http://bristolcentral.toastmasterclub.org/,false
5877910,Salisbury Speakers,91,A,42,false,"Online via Zoom, 41a Catherine Street",Salisbury,SP1 2DH,-1.79,51.07,United Kingdom,2018-02-19,"Online: World Wide from Salisbury, UK<br>Salisbury","1st & 3rd Monday online.  5th Monday in ",7:15 PM for 7.30 pm,https://www.facebook.com/SalisburySpeakers/,http://www.salisburyspeakers.org.uk/,true
5920958,Google UK Speakers,91,L,47,false,6 Pancras Square,London,N1C 4AG,-0.13,51.53,United Kingdom,2016-11-22,Google UK Office,Various days,Various times,,,true
5930690,db Toastmasters - Canary Wharf,91,K,13,false,10 Upper Bank St,London,E14 5GW,-0.02,51.5,United Kingdom,2017-06-01,Deutsche Bank<br>(Deutsche Bank Employees Only),Wednesday,Room opens 11.45am for 12.00pm start,,http://db-cw.toastmasterclub.org/,true
5961042,Winchmore Hill Speakers,91,L,56,false,"Winchmore Hill Sports Club, The Paulin Ground, Ford's Grove",Winchmore Hill,N21 3ER,-0.09,51.63,United Kingdom,2018-03-15,"The Winchmore<br>Hybrid Meeting - For online Zoom link visit our website ",1st & 3rd Monday,7:20 pm,https://www.facebook.com/groups/WinchmoreHillSpeakers,http://winchmorehillspeakers.org.uk/,true
5987771,Central London Toastmasters,91,B,09,false,22 High Holborn,London,WC1V6BN,-0.11,51.52,United Kingdom,2017-03-29,CITTIE OF YORKE<br>Front Room,Tuesdays,6:30PM,www.facebook.com/PublicSpeakingForBeginnersCLT,https://centrallondon.toastmastersclubs.org/,false
6113540,Barking Toastmasters,91,K,12,false,2 Town Square,Barking,IG11 7NB,0.07,51.53,United Kingdom,2017-10-01,Barking Learning Centre,"1st, 3rd and 5th Saturday",10:00 AM - 12:00 PM (noon),https://www.facebook.com/Barkingtoastmasters,https://barkingtoastmasters.wordpress.com/,true
6630662,Beckenham Communicators,91,H,35,false,"Beckenham Methodist Church, Bromley, Bromley Road",Beckenham,BR3 5JE,-0.02,51.41,United Kingdom,2018-08-29,Beckenham Methodist Church<br>Zoom Online Meeting,"2nd, 4th & 5th Thursdays",7:15 PM,https://www.facebook.com/BeckenhamCommunicators,http://www.beckenhamcommunicators.co.uk/,false
6688553,Valleys and Vale Speakers,91,J,10,false,"UWTSD IQ Campus, Waterfront, IQ Cam",Swansea,SA1 8EW,-89.93,38.52,United Kingdom,2017-09-20,"UWTSD IQ Campus, Waterfront, IQ Campus ",2nd and 4th Tuesdays,19:00,https://www.facebook.com/ValleysAndValeSpeakersClub,,true
6718778,Bloomberg London Toastmasters,91,C,05,false,3 Queen Victoria Street,London,EC4N 4TQ,-0.09,51.51,United Kingdom,2017-10-05,"Members need to be BLOOMBERG EMPLOYEES,<br>we welcome guests from other clubs","Members need to be BLOOMBERG EMPLOYEES,",we welcome guests from other clubs,,,true
6787373,London Toastmasters,91,B,08,false,"Bermonds Locke, 157 Tower Bridge Road",London,SE1 3LW,-0.08,51.5,United Kingdom,2018-03-08,"Bermonds Locke<br>157 Tower Bridge Road, London SE1 3LW",Tuesday (2nd & 4th of the Month),6:30 PM,,https://london-toastmasters.co.uk,false
6816509,Accenture Speakers (London),91,K,03,false,30 Fenchurch Street,London,EC3M 3BD,-0.08,51.51,United Kingdom,2018-07-14,"Accenture, 30 Fenchurch Street",Only Employees: Every Tuesday Lunchtime,12:00-13:00,,,false
6842976,Sutton Speakeasy,91,D,53,false,10 Cedar Road,Sutton,SM2 5DA,-0.19,51.36,United Kingdom,2019-04-11,Friends Meeting House,2nd & 4th Thursday,7:30 PM,https://www.facebook.com/suttonspeakeasy/,http://www.suttonspeakeasy.co.uk/,false
6843951,Zig-Zag Toastmasters,91,B,18,false,"Zig Zag Building, 70 Victoria St",London,SW1E 6SQ,-0.14,51.5,United Kingdom,2019-07-31,Online (Zoom),"2nd, 4th and 5th Fridays",12:00 PM,,https://zigzag.toastmasterclub.org/,true
6870121,Melting Pot Toastmasters,91,J,22,false,Online only,Didcot,OX14 4RY,-1.29,51.62,United Kingdom,2018-04-01,Meeting online via zoom<br>Register for a link via http://visit.meltingpottoastmasters.com/,Every other Tuesday,11:45 AM,https://www.facebook.com/MeltingPotToastmasters,http://visit.meltingpottoastmasters.com/,true
6963045,Centurion Toastmasters,91,B,18,false,n/a,London,n/a,-0.13,51.5,United Kingdom,2018-06-22,Closed Corporate Club <br>Closed Corporate Club,Closed Corporate Club,-,,,true
6989572,BMS Uxbridge Toastmasters Club,91,D,29,false,n/a,n/a,n/a,-0.47,51.55,United Kingdom,2018-06-30,BMS Uxbridge <br>Meeting Room,n/a,n/a,,,true
6989880,Godalming Speakers,91,D,14,false,6 Ockford Road,Godalming,GU7 1QY,-0.62,51.18,United Kingdom,2019-03-01,Christian Science Church,2nd & 4th Tuesday,7:15 PM for 7.30 PM start,https://www.facebook.com/GodalmingSpeakers,http://www.godalmingspeakers.com/,false
7049317,Honourable Artillery Company Orators,91,C,58,false,"Armoury House, City Road",London,EC1Y 2BQ,-0.09,51.52,United Kingdom,2018-08-01,Honourable Artillery Company<br>Medal Room,2nd & 4th Tuesday of each month,7:15 PM,https://www.facebook.com/groups/985680701610462,https://www.hacorators.org.uk,true
7064444,Legacy Speakers Brixton,91,B,08,false,63 Effra Rd,London,SW2 1BZ,-0.11,51.46,United Kingdom,2019-08-21,Toastmasters - Legacy Speakers Brixton <br>Brixton Unitarian Christian Church,1st and 3rd Mondays,19:00,https://www.facebook.com/LegacySpeakersBrixton,https://www.legacyspeakersbrixton.org/,false
7068028,Wye Knot Speakers,91,J,10,false,"Horseshoe Bend, Lancaut Ln",Chepstow,NP16 7JB,-2.67,51.64,United Kingdom,2020-07-14,"The Board School<br>Chepstow Mencap, Bridge Street, Chepstow, NP16 5EZ",2nd and 4th Wednesday,19.15 hrs (7:15 pm),,http://www.facebook.com/wyeknotspeakers/,false
7084351,Worcester Speakers,91,J,11,false,"B4197, Martley",Worcester,WR6 6QX,-2.36,52.24,United Kingdom,2019-04-18,Martley Cricket Club<br>Hybrid (Online & Face to Face),Monday (1st & 3rd),7pm,https://www.facebook.com/groups/WorcesterSpeakers/,www.worcesterspeakers.co.uk,true
7110466,Liberty Speakers Club,91,H,15,false,"14 Stanford Road, Norbury",London,SW16 4PY,-0.12,51.41,United Kingdom,2020-10-01,Harlow Hall,1st (Zoom) & 3rd (In person) Thursdays,7.00 pm,https://www.facebook.com/search/top?q=liberty%20speakers%20club,,true
7176374,The Reigate Rhetoric,91,D,53,false,53 High Street,Reigate,RH2 9AE,-0.21,51.24,United Kingdom,2020-05-08,Reigate Community Centre (rear of Methodist Church)<br>In Person,2nd & 4th Monday,7:15 p.m,https://www.facebook.com/TheReigateRhetoric,https://www.facebook.com/TheReigateRhetoric,false
7246774,Romford Speakers,91,K,12,false,"Main Road, Gidea Park",Romford,RM2 5EL,0.18,51.58,United Kingdom,2020-06-24,St Michael's Church,2nd and 4th Monday,6:30 PM - 8:30PM,https://www.facebook.com/Romford-Speakers-339903443276578/,https://mailchi.mp/74b23bf78ba1/romford-speakers-toastmasters-club,false
7305510,GSK House Toastmasters Club,91,B,52,false,"980 Great W Rd, Brentford,Middlesex",London,TW8 9GS,-0.32,51.49,United Kingdom,2019-06-28,GSK House,1st & 3rd Tuesday,12:00 PM,,,true
7432434,Acuris London Toastmasters,91,C,05,false,10 Queen Street Place,London,EC4R 1BE,-0.09,51.51,United Kingdom,2019-09-24,QSP-001,Third weds every month,12:00,,,true
7447145,Moody's Europe Toastmasters,91,K,31,false,1 Canada Square,London,E14 5AB,-0.02,51.5,United Kingdom,2019-07-26,Moody's Premises London<br>On-line via Teams,every other Wed or Fri,12:00,,,true
7463526,Didcot Speakers Toastmasters Club,91,J,22,false,Britwell Drive,Didcot,OX11 7JN,-1.25,51.61,United Kingdom,2020-03-31,Didcot Civic Hall,1st & 3rd Monday (occasionally 5th),19:30,https://www.facebook.com/didcotspeakers,http://didcotspeakers.org.uk/,true
7479608,Witney Speakers Club,91,J,07,false,Market Square,Witney,OX28 6AB,-1.49,51.78,United Kingdom,2020-04-30,"The Gallery Room, Corn Exchange",1st & 3rd Wednesday,7:00 PM,https://www.facebook.com/witneyspeakersclub,witneyspeakers.toastmastersclubs.org,false
7569190,Amazon UKIR Toastmasters,91,C,02,false,60 Holborn Viaduct,London,EC1A 2FD,-0.1,51.52,United Kingdom,2019-11-12,"60 Holborn Viaduct, London",Wednesday,12:00 or 17:00,,,true
7569818,Burnham Speakers,91,D,21,false,Windsor Lane,Burnham,SL1 7HR,-0.66,51.53,United Kingdom,2020-04-24,Burnham Park Hall,1st & 3rd Wednesday,7:30 PM,,http://www.burnhamspeakers.org.uk/,false
7643327,JPMC London-Glasgow Toastmasters Club,91,K,31,false,25 Bank Street,London,E14 5JP,-0.02,51.5,United Kingdom,2019-11-30,"Corporate Meeting Room JP Morgan<br>25 Bank Street, London, England E14 5JP",Every 2 weeks on a Monday,5:30 PM,,,true
7713357,Shilling Speakers,91,A,01,false,Online only,Online only,"Online ",-2.52,53.94,United Kingdom,2020-06-29,Online only,2nd & 4th,Wednesday 7:15PM,www.facebook.com/shillingspeakers,https://toastmasterclub.org/portal.php?page=4013,true
7813669,Sussex Online Speakers,91,H,32,false,Furze Road,Worthing,BN13 3BH,-0.41,50.85,United Kingdom,2021-10-01,Online,Monday 2nd and 4th,7pm BST/GMT (opens 6:50),www.facebook.com/toastmasterssussex,http://www.sussexonlinespeakers.club,true
7814710,LSBU Public Speakers Club,91,B,08,false,105 Borough Rd.,London,SE1 0AA,-0.1,51.5,United Kingdom,2022-06-30,LSBU Business School,2nd Monday & 4th Monday,6pm,,,false
7850144,Verizon EMEA Online Toastmasters Club,91,A,17,false,Basingstoke Rd,Reading,RG2 6DA,-0.97,51.44,United Kingdom,2021-06-29,Online,2nd & 4th Tuesday,12:00,,,true
7932757,OpenText Speakers Club,91,A,46,false,"420 Thames Valley Park Drive, Thames Valley Park",Reading,RG6 1PT,-0.93,51.46,United Kingdom,2022-06-27,Online,1st & 3rd Friday,2:30 PM,,https://opentext.toastmasterclub.org/,true
7976394,Wembley Stadium Speakers,91,L,61,false,4 Wembley Park Blvd,Wembley,HA9 0HP,-0.28,51.57,United Kingdom,2024-01-11,The White Horse<br>The Boardroom,Monday,7:00 pm,https://www.facebook.com/wembley.stadium.speakers,,false
7989437,FTI Consulting UK,91,C,34,false,NOT OPEN TO PUBLIC,London,EC1A 4HD,-0.1,51.52,United Kingdom,2022-07-21,FTI Consulting INTERNAL ONLY,Every 2nd Wed and 4th Wed,11am for 2nd Wed; 2pm for 4th Wed,,,true
28675589,PA Consulting London,91,B,18,false,10 Bressenden Place,London,SW1E 5DN,-0.14,51.5,United Kingdom,2022-11-02,PA Consulting<br>Hybrid/online,For PA employees only,0:00,,,true
28675605,KPMG Kommunicators,91,K,13,false,15 Canada Square,London,E145GL,-0.02,51.51,United Kingdom,2022-10-20,Presentation Suite Meeting Room,Thurs - Club is open to KPMG staff only,4:00 PM,,,false
28675634,Jasper Alliance London (JAL) Toastmasters Academy,91,0D,0A,true,15 Parkshot,Richmond,TW9 2RG,-0.3,51.46,United Kingdom,,Odd Fellows Hall<br>Eggleton Room (Ground Floor),2nd & 4th Monday,7:00 pm,,,false
28675905,Dr. Martens Toastmasters Club,91,L,16,false,"Closed corporate club, N/A",N/A,N/A,-115.1,36.24,United Kingdom,2023-06-30,Closed Corporate Club,Closed corporate club,Closed corporate club,,,false
28675954,Wealth CDIO Toastmasters Club,91,A,19,false,"Trinity Quay 2 ",Bristol,BS2 0PT,-2.59,51.46,United Kingdom,2023-04-05,Online,1st & 3rd Wednesday,12:30 PM,,,true
28676140,Toastmasters Sky Osterley,91,D,29,true,Grant Way,Isleworth,TW7 5QD,-0.33,51.49,United Kingdom,,Sky Central,1st & 3rd Wednesday,12:00 PM,,,true
28676517,Sustainable Speakers Online,91,B,09,false,Online,Harrow,"HA5 4HU ",-0.37,51.59,United Kingdom,2023-08-15,Online,2nd & 4th Monday,"6:15 (Joining Time) 6:30 prompt start ",https://www.facebook.com/Sustainablespeakers/," https://sustainablespeakers.org/",true
28676544,Medidata EMEA,91,B,06,false,Hammersmith,London,W6 7AP,-0.23,51.49,United Kingdom,2023-09-01,Medidata Employees only<br>Training Room 9th floor,Closed -,Corporate Club,,,true
28677192,The Good Growth Club,91,B,08,false,"169 Union Street, London Fire Brigade",London,SE1 0LL,-0.1,51.5,United Kingdom,2024-06-28,GreaterLondonAuthority,1st & 3rd Thursday,4:00 PM,,,true
28677278,LSEG London Toastmasters Club,91,C,02,false,10 Paternoster Square,London,EC4M 7LS,-0.1,51.51,United Kingdom,2024-08-05,London Stock Exchange Group<br>London Office,1st & 3rd Thursdays,5:00 PM,,,true
28677290,Product Madness Corporate Club,91,B,52,false,25 Golden Square,London,W1F 9LU,-0.14,51.51,United Kingdom,2024-06-30,Phoenix Board Room,2nd Tuesday & 4th Friday,5 pm,,https://productmadness.com,false
28677291,Red Dragon Toastmasters,91,J,10,true,,Ystrad Mynach,CF82 7DB,-3.24,51.64,United Kingdom,,Online,1st & 3rd Tuesday,7:00 pm,,,true
28677377,Delta Toastmasters,91,L,56,false,,Walthan Cross,EN9 1AS,0,0,United Kingdom,2024-06-17,The Delta Group<br>Online,2nd & 4th Wednesday,12:30 PM,,,true
28677509,Campus Speakers Club,91,A,17,true,,Reading,RG2 6DA,-0.97,51.45,United Kingdom,,Campus Reading International,1st & 3rd Tuesday,12:00 pm - 1:00 pm,,,false
28677612,Experience Yoruba,91,H,37,false,,Kent,ME7 4QH,-122.24,47.38,United Kingdom,2024-06-30,Online,2nd & 4th Tuesday,7:30 am,,,true
28677680,Toastmasters @ Markel,91,K,03,false,20 Fenchurch Street,London,EC3M 3BY,-0.08,51.51,United Kingdom,2024-09-17,Markel International (Company Office),1st & 3rd Thursday,12:30 pm/ 5:30 pm,,,false
28677767,Moorhouse Consulting,91,C,05,false,"Dashwood House,, 69 Old Broad St",London,EC2M 1QS,0,51.49,United Kingdom,2024-06-30,"16th Flr, Moorhouse Consulting Office, London",1st & 3rd Tuesdays,5:00 pm,,https://www.moorhouseconsulting.com,false
28677885,Arthur J. Gallagher London Toastmasters,91,C,34,false,25 Walbrook,London,EC4N 8AW,-0.09,51.51,United Kingdom,2024-08-20,"The Oculus Room, Ground Floor, The Walbrook Building",1st & 3rd Wednesdays,5:45 pm,,,false
28677893,London England Pros Club,91,0D,0A,true,,,,0,0,,,,,,,,true
28677935,SAP UKI Toastmasters,91,0D,0A,true,,Feltham,TW14 8HD,-0.41,51.45,United Kingdom,,SAP UKI Limited<br>Clockhouse Place,1st & 3rd Wednesday,12:00 pm,,,false
